nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 138, 109, 
1, 32, 57, 
2, 178, 59, 
3, 159, 196, 
4, 11, 154, 
5, 34, 137, 
6, 154, 114, 
7, 13, 27, 
8, 125, 13, 
9, 67, 68, 
10, 186, 52, 
11, 147, 72, 
12, 124, 12, 
13, 181, 50, 
14, 187, 15, 
15, 9, 55, 
16, 83, 5, 
17, 188, 1, 
18, 129, 37, 
19, 180, 124, 
20, 106, 171, 
21, 79, 10, 
22, 167, 43, 
23, 20, 87, 
24, 136, 160, 
25, 45, 143, 
26, 157, 126, 
27, 61, 47, 
28, 40, 36, 
29, 71, 56, 
30, 163, 198, 
31, 89, 33, 
32, 132, 159, 
33, 103, 180, 
34, 177, 175, 
35, 38, 45, 
36, 82, 145, 
37, 171, 86, 
38, 21, 103, 
39, 193, 30, 
40, 122, 127, 
41, 73, 184, 
42, 3, 8, 
43, 36, 156, 
44, 195, 139, 
45, 53, 39, 
46, 28, 141, 
47, 134, 101, 
48, 120, 110, 
49, 62, 121, 
50, 54, 119, 
51, 166, 146, 
52, 182, 190, 
53, 123, 169, 
54, 99, 38, 
55, 190, 11, 
56, 127, 173, 
57, 140, 65, 
58, 69, 71, 
59, 51, 104, 
60, 109, 48, 
61, 60, 2, 
62, 172, 44, 
63, 149, 128, 
64, 39, 162, 
65, 179, 191, 
66, 46, 138, 
67, 81, 24, 
68, 115, 93, 
69, 86, 112, 
70, 185, 31, 
71, 95, 54, 
72, 56, 131, 
73, 17, 106, 
74, 105, 135, 
75, 49, 81, 
76, 142, 130, 
77, 150, 96, 
78, 47, 9, 
79, 141, 172, 
80, 42, 64, 
81, 26, 16, 
82, 110, 0, 
83, 8, 4, 
84, 153, 158, 
85, 84, 187, 
86, 19, 77, 
87, 90, 115, 
88, 107, 19, 
89, 33, 46, 
90, 196, 163, 
91, 117, 3, 
92, 144, 61, 
93, 4, 152, 
94, 118, 22, 
95, 66, 118, 
96, 65, 165, 
97, 7, 148, 
98, 198, 174, 
99, 96, 75, 
100, 98, 53, 
101, 114, 34, 
102, 194, 116, 
103, 22, 144, 
104, 137, 164, 
105, 91, 73, 
106, 16, 25, 
107, 23, 157, 
108, 50, 108, 
109, 5, 51, 
110, 55, 150, 
111, 75, 85, 
112, 94, 149, 
113, 15, 194, 
114, 2, 120, 
115, 64, 18, 
116, 70, 14, 
117, 133, 178, 
118, 97, 185, 
119, 25, 199, 
120, 160, 133, 
121, 151, 70, 
122, 102, 193, 
123, 80, 188, 
124, 76, 21, 
125, 58, 62, 
126, 111, 195, 
127, 130, 40, 
128, 85, 102, 
129, 126, 179, 
130, 31, 76, 
131, 189, 58, 
132, 128, 167, 
133, 119, 107, 
134, 74, 170, 
135, 155, 88, 
136, 43, 69, 
137, 121, 20, 
138, 164, 26, 
139, 68, 90, 
140, 77, 117, 
141, 183, 91, 
142, 35, 32, 
143, 197, 177, 
144, 162, 142, 
145, 10, 166, 
146, 143, 63, 
147, 6, 183, 
148, 156, 41, 
149, 184, 7, 
150, 161, 29, 
151, 44, 100, 
152, 176, 79, 
153, 93, 168, 
154, 52, 42, 
155, 148, 129, 
156, 152, 122, 
157, 158, 92, 
158, 100, 66, 
159, 41, 147, 
160, 29, 189, 
161, 175, 186, 
162, 37, 78, 
163, 72, 49, 
164, 48, 83, 
165, 27, 98, 
166, 18, 111, 
167, 87, 80, 
168, 30, 6, 
169, 57, 153, 
170, 165, 89, 
171, 104, 134, 
172, 14, 181, 
173, 170, 28, 
174, 174, 197, 
175, 1, 155, 
176, 92, 132, 
177, 0, 67, 
178, 59, 161, 
179, 169, 113, 
180, 116, 140, 
181, 145, 136, 
182, 173, 84, 
183, 146, 82, 
184, 112, 97, 
185, 24, 105, 
186, 199, 99, 
187, 78, 125, 
188, 139, 123, 
189, 88, 94, 
190, 192, 60, 
191, 101, 17, 
192, 113, 182, 
193, 108, 151, 
194, 191, 74, 
195, 168, 35, 
196, 12, 23, 
197, 131, 192, 
198, 63, 176, 
199, 135, 95, 
