nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 108, 128, 
1, 10, 35, 
2, 28, 12, 
3, 85, 14, 
4, 149, 197, 
5, 73, 109, 
6, 169, 59, 
7, 31, 152, 
8, 142, 115, 
9, 103, 40, 
10, 170, 143, 
11, 182, 126, 
12, 19, 97, 
13, 145, 112, 
14, 52, 137, 
15, 18, 142, 
16, 88, 187, 
17, 60, 9, 
18, 33, 144, 
19, 42, 41, 
20, 51, 157, 
21, 162, 186, 
22, 32, 164, 
23, 155, 125, 
24, 55, 177, 
25, 177, 2, 
26, 154, 39, 
27, 161, 47, 
28, 61, 11, 
29, 132, 79, 
30, 126, 174, 
31, 136, 33, 
32, 16, 84, 
33, 39, 180, 
34, 89, 124, 
35, 1, 0, 
36, 80, 73, 
37, 105, 173, 
38, 164, 54, 
39, 158, 104, 
40, 99, 49, 
41, 98, 153, 
42, 40, 171, 
43, 26, 90, 
44, 7, 65, 
45, 30, 149, 
46, 127, 154, 
47, 93, 50, 
48, 56, 1, 
49, 167, 76, 
50, 63, 25, 
51, 24, 6, 
52, 79, 21, 
53, 97, 102, 
54, 109, 116, 
55, 119, 178, 
56, 5, 150, 
57, 95, 160, 
58, 106, 159, 
59, 83, 107, 
60, 172, 68, 
61, 17, 118, 
62, 59, 113, 
63, 131, 165, 
64, 81, 166, 
65, 125, 101, 
66, 197, 3, 
67, 159, 67, 
68, 67, 22, 
69, 86, 170, 
70, 179, 185, 
71, 45, 4, 
72, 70, 147, 
73, 15, 70, 
74, 130, 43, 
75, 100, 52, 
76, 194, 80, 
77, 118, 92, 
78, 25, 179, 
79, 2, 63, 
80, 9, 75, 
81, 76, 19, 
82, 66, 195, 
83, 44, 194, 
84, 138, 111, 
85, 176, 99, 
86, 181, 77, 
87, 54, 23, 
88, 188, 95, 
89, 134, 81, 
90, 53, 167, 
91, 11, 29, 
92, 160, 85, 
93, 92, 7, 
94, 139, 184, 
95, 163, 57, 
96, 193, 48, 
97, 84, 114, 
98, 90, 18, 
99, 34, 37, 
100, 115, 169, 
101, 4, 140, 
102, 199, 182, 
103, 43, 168, 
104, 8, 110, 
105, 190, 30, 
106, 153, 8, 
107, 168, 175, 
108, 111, 66, 
109, 72, 190, 
110, 49, 161, 
111, 20, 148, 
112, 140, 192, 
113, 157, 138, 
114, 62, 83, 
115, 112, 172, 
116, 187, 96, 
117, 3, 87, 
118, 21, 55, 
119, 91, 93, 
120, 137, 64, 
121, 151, 28, 
122, 75, 193, 
123, 171, 56, 
124, 74, 44, 
125, 64, 117, 
126, 78, 94, 
127, 110, 91, 
128, 101, 183, 
129, 48, 176, 
130, 144, 199, 
131, 37, 10, 
132, 124, 108, 
133, 29, 98, 
134, 147, 129, 
135, 12, 132, 
136, 0, 13, 
137, 198, 145, 
138, 71, 123, 
139, 46, 88, 
140, 27, 103, 
141, 6, 146, 
142, 47, 136, 
143, 69, 38, 
144, 123, 74, 
145, 143, 163, 
146, 94, 151, 
147, 82, 5, 
148, 116, 34, 
149, 178, 127, 
150, 38, 71, 
151, 122, 82, 
152, 87, 120, 
153, 150, 78, 
154, 196, 105, 
155, 195, 156, 
156, 77, 51, 
157, 129, 62, 
158, 107, 36, 
159, 135, 198, 
160, 35, 17, 
161, 156, 141, 
162, 117, 26, 
163, 186, 16, 
164, 50, 122, 
165, 189, 189, 
166, 166, 60, 
167, 141, 27, 
168, 128, 20, 
169, 23, 131, 
170, 133, 139, 
171, 121, 162, 
172, 183, 119, 
173, 41, 45, 
174, 185, 196, 
175, 14, 89, 
176, 65, 130, 
177, 180, 46, 
178, 152, 31, 
179, 113, 133, 
180, 174, 86, 
181, 13, 15, 
182, 191, 58, 
183, 36, 121, 
184, 175, 100, 
185, 58, 191, 
186, 173, 155, 
187, 165, 106, 
188, 120, 72, 
189, 104, 69, 
190, 96, 32, 
191, 102, 61, 
192, 184, 135, 
193, 57, 24, 
194, 114, 134, 
195, 22, 53, 
196, 148, 181, 
197, 192, 158, 
198, 146, 42, 
199, 68, 188, 
