nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 125, 128, 
1, 177, 9, 
2, 28, 161, 
3, 30, 1, 
4, 93, 117, 
5, 104, 71, 
6, 77, 191, 
7, 0, 3, 
8, 179, 199, 
9, 25, 30, 
10, 152, 25, 
11, 12, 149, 
12, 44, 16, 
13, 145, 177, 
14, 143, 137, 
15, 18, 41, 
16, 29, 184, 
17, 60, 74, 
18, 33, 180, 
19, 27, 39, 
20, 137, 127, 
21, 162, 134, 
22, 71, 46, 
23, 50, 125, 
24, 192, 139, 
25, 115, 58, 
26, 16, 28, 
27, 90, 47, 
28, 196, 87, 
29, 157, 84, 
30, 119, 193, 
31, 63, 24, 
32, 99, 61, 
33, 37, 31, 
34, 65, 148, 
35, 184, 70, 
36, 172, 145, 
37, 32, 20, 
38, 170, 17, 
39, 142, 175, 
40, 15, 49, 
41, 98, 165, 
42, 87, 171, 
43, 94, 19, 
44, 78, 43, 
45, 105, 13, 
46, 127, 154, 
47, 151, 50, 
48, 73, 100, 
49, 38, 77, 
50, 22, 80, 
51, 53, 26, 
52, 188, 190, 
53, 97, 172, 
54, 24, 129, 
55, 197, 10, 
56, 3, 79, 
57, 166, 156, 
58, 59, 160, 
59, 131, 167, 
60, 84, 183, 
61, 129, 0, 
62, 194, 96, 
63, 56, 140, 
64, 81, 89, 
65, 181, 2, 
66, 48, 14, 
67, 102, 147, 
68, 67, 138, 
69, 86, 170, 
70, 111, 98, 
71, 54, 115, 
72, 70, 108, 
73, 185, 133, 
74, 88, 102, 
75, 176, 135, 
76, 199, 157, 
77, 118, 113, 
78, 11, 7, 
79, 2, 63, 
80, 9, 36, 
81, 76, 122, 
82, 167, 78, 
83, 154, 35, 
84, 144, 111, 
85, 189, 55, 
86, 64, 11, 
87, 146, 15, 
88, 149, 65, 
89, 134, 132, 
90, 51, 104, 
91, 193, 59, 
92, 183, 164, 
93, 75, 185, 
94, 42, 124, 
95, 168, 94, 
96, 79, 12, 
97, 140, 178, 
98, 17, 198, 
99, 100, 37, 
100, 103, 141, 
101, 132, 33, 
102, 124, 116, 
103, 109, 158, 
104, 8, 42, 
105, 190, 107, 
106, 186, 103, 
107, 5, 81, 
108, 41, 186, 
109, 26, 119, 
110, 49, 109, 
111, 120, 73, 
112, 10, 105, 
113, 106, 32, 
114, 62, 83, 
115, 182, 45, 
116, 171, 68, 
117, 135, 143, 
118, 95, 57, 
119, 91, 93, 
120, 195, 54, 
121, 198, 6, 
122, 159, 181, 
123, 164, 8, 
124, 136, 114, 
125, 161, 121, 
126, 180, 195, 
127, 163, 101, 
128, 101, 22, 
129, 85, 176, 
130, 121, 173, 
131, 14, 166, 
132, 7, 86, 
133, 23, 130, 
134, 147, 168, 
135, 47, 197, 
136, 191, 48, 
137, 35, 4, 
138, 133, 136, 
139, 138, 142, 
140, 175, 69, 
141, 123, 110, 
142, 174, 163, 
143, 173, 38, 
144, 83, 97, 
145, 19, 169, 
146, 4, 151, 
147, 82, 5, 
148, 34, 118, 
149, 178, 146, 
150, 158, 162, 
151, 122, 82, 
152, 96, 62, 
153, 89, 187, 
154, 108, 21, 
155, 21, 144, 
156, 107, 131, 
157, 112, 72, 
158, 6, 99, 
159, 20, 196, 
160, 139, 179, 
161, 39, 91, 
162, 74, 66, 
163, 156, 67, 
164, 155, 51, 
165, 113, 123, 
166, 110, 52, 
167, 160, 188, 
168, 72, 53, 
169, 46, 75, 
170, 36, 120, 
171, 130, 95, 
172, 114, 174, 
173, 128, 27, 
174, 1, 64, 
175, 92, 90, 
176, 153, 56, 
177, 68, 29, 
178, 126, 194, 
179, 80, 85, 
180, 66, 152, 
181, 45, 159, 
182, 148, 153, 
183, 13, 88, 
184, 43, 189, 
185, 31, 44, 
186, 58, 155, 
187, 165, 60, 
188, 117, 126, 
189, 187, 34, 
190, 40, 40, 
191, 141, 18, 
192, 169, 112, 
193, 57, 192, 
194, 69, 106, 
195, 55, 150, 
196, 116, 23, 
197, 52, 92, 
198, 61, 182, 
199, 150, 76, 
