nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 25, 111, 
1, 150, 69, 
2, 188, 144, 
3, 7, 11, 
4, 65, 66, 
5, 108, 105, 
6, 15, 97, 
7, 59, 24, 
8, 173, 27, 
9, 131, 166, 
10, 132, 119, 
11, 49, 169, 
12, 87, 156, 
13, 10, 26, 
14, 153, 137, 
15, 179, 121, 
16, 67, 133, 
17, 163, 92, 
18, 199, 151, 
19, 144, 172, 
20, 98, 34, 
21, 162, 100, 
22, 3, 177, 
23, 169, 190, 
24, 190, 159, 
25, 191, 191, 
26, 9, 168, 
27, 99, 184, 
28, 60, 188, 
29, 32, 43, 
30, 79, 174, 
31, 136, 33, 
32, 117, 131, 
33, 124, 46, 
34, 134, 127, 
35, 34, 138, 
36, 0, 139, 
37, 39, 79, 
38, 146, 170, 
39, 58, 195, 
40, 16, 65, 
41, 35, 57, 
42, 129, 81, 
43, 61, 129, 
44, 1, 4, 
45, 30, 153, 
46, 140, 112, 
47, 151, 158, 
48, 73, 37, 
49, 45, 123, 
50, 33, 196, 
51, 71, 6, 
52, 182, 21, 
53, 186, 134, 
54, 193, 109, 
55, 4, 176, 
56, 38, 132, 
57, 176, 30, 
58, 74, 124, 
59, 97, 98, 
60, 41, 142, 
61, 22, 0, 
62, 194, 113, 
63, 66, 165, 
64, 54, 84, 
65, 31, 2, 
66, 20, 150, 
67, 145, 32, 
68, 13, 35, 
69, 147, 143, 
70, 21, 194, 
71, 40, 115, 
72, 70, 147, 
73, 100, 181, 
74, 105, 122, 
75, 96, 93, 
76, 128, 192, 
77, 165, 56, 
78, 93, 44, 
79, 177, 15, 
80, 178, 101, 
81, 90, 125, 
82, 143, 64, 
83, 44, 9, 
84, 95, 180, 
85, 160, 75, 
86, 135, 95, 
87, 170, 38, 
88, 149, 155, 
89, 114, 18, 
90, 53, 96, 
91, 47, 22, 
92, 80, 164, 
93, 72, 152, 
94, 115, 94, 
95, 180, 67, 
96, 83, 89, 
97, 63, 136, 
98, 174, 80, 
99, 82, 52, 
100, 89, 163, 
101, 168, 90, 
102, 8, 1, 
103, 2, 146, 
104, 6, 110, 
105, 101, 49, 
106, 106, 19, 
107, 197, 60, 
108, 76, 7, 
109, 113, 42, 
110, 52, 162, 
111, 119, 141, 
112, 56, 51, 
113, 171, 193, 
114, 104, 68, 
115, 26, 70, 
116, 157, 17, 
117, 159, 83, 
118, 18, 148, 
119, 139, 179, 
120, 126, 78, 
121, 121, 28, 
122, 75, 8, 
123, 118, 58, 
124, 172, 74, 
125, 112, 5, 
126, 142, 87, 
127, 183, 50, 
128, 138, 55, 
129, 85, 59, 
130, 130, 173, 
131, 57, 106, 
132, 102, 3, 
133, 23, 107, 
134, 155, 39, 
135, 103, 197, 
136, 137, 72, 
137, 64, 149, 
138, 161, 91, 
139, 184, 88, 
140, 36, 62, 
141, 127, 157, 
142, 27, 126, 
143, 48, 76, 
144, 28, 77, 
145, 11, 10, 
146, 94, 13, 
147, 175, 140, 
148, 123, 25, 
149, 109, 54, 
150, 29, 71, 
151, 78, 185, 
152, 69, 47, 
153, 5, 186, 
154, 196, 117, 
155, 141, 12, 
156, 50, 108, 
157, 77, 36, 
158, 107, 73, 
159, 192, 199, 
160, 198, 41, 
161, 68, 189, 
162, 181, 104, 
163, 185, 82, 
164, 164, 175, 
165, 62, 167, 
166, 154, 171, 
167, 111, 182, 
168, 37, 20, 
169, 42, 128, 
170, 133, 31, 
171, 86, 53, 
172, 92, 23, 
173, 19, 102, 
174, 17, 183, 
175, 158, 29, 
176, 24, 40, 
177, 166, 118, 
178, 122, 160, 
179, 110, 85, 
180, 51, 130, 
181, 195, 16, 
182, 189, 48, 
183, 152, 14, 
184, 88, 116, 
185, 81, 86, 
186, 14, 178, 
187, 12, 63, 
188, 120, 99, 
189, 148, 103, 
190, 187, 135, 
191, 116, 145, 
192, 84, 154, 
193, 43, 61, 
194, 156, 120, 
195, 167, 114, 
196, 55, 187, 
197, 125, 45, 
198, 91, 161, 
199, 46, 198, 
