nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 25, 111, 
1, 126, 155, 
2, 115, 164, 
3, 57, 144, 
4, 65, 31, 
5, 193, 105, 
6, 15, 180, 
7, 59, 38, 
8, 173, 27, 
9, 195, 84, 
10, 178, 119, 
11, 125, 23, 
12, 87, 172, 
13, 84, 157, 
14, 186, 109, 
15, 39, 121, 
16, 67, 133, 
17, 163, 92, 
18, 179, 158, 
19, 5, 116, 
20, 98, 34, 
21, 12, 191, 
22, 188, 177, 
23, 169, 24, 
24, 190, 10, 
25, 191, 43, 
26, 9, 40, 
27, 72, 184, 
28, 199, 198, 
29, 108, 190, 
30, 79, 174, 
31, 136, 33, 
32, 117, 132, 
33, 124, 46, 
34, 102, 127, 
35, 159, 138, 
36, 0, 145, 
37, 49, 79, 
38, 146, 170, 
39, 58, 65, 
40, 16, 150, 
41, 35, 57, 
42, 64, 81, 
43, 61, 129, 
44, 10, 15, 
45, 31, 153, 
46, 127, 112, 
47, 96, 151, 
48, 11, 192, 
49, 139, 169, 
50, 14, 196, 
51, 91, 6, 
52, 182, 21, 
53, 148, 42, 
54, 103, 137, 
55, 4, 176, 
56, 38, 182, 
57, 155, 47, 
58, 74, 124, 
59, 13, 130, 
60, 41, 142, 
61, 131, 0, 
62, 194, 113, 
63, 66, 59, 
64, 184, 166, 
65, 29, 2, 
66, 151, 36, 
67, 110, 161, 
68, 97, 146, 
69, 147, 143, 
70, 21, 175, 
71, 22, 193, 
72, 71, 5, 
73, 100, 181, 
74, 8, 122, 
75, 135, 93, 
76, 128, 139, 
77, 54, 56, 
78, 93, 86, 
79, 3, 148, 
80, 83, 101, 
81, 90, 159, 
82, 153, 80, 
83, 185, 154, 
84, 95, 97, 
85, 160, 4, 
86, 180, 91, 
87, 170, 100, 
88, 149, 125, 
89, 114, 18, 
90, 53, 96, 
91, 47, 22, 
92, 27, 140, 
93, 142, 152, 
94, 129, 94, 
95, 40, 67, 
96, 132, 8, 
97, 187, 118, 
98, 174, 64, 
99, 82, 52, 
100, 89, 163, 
101, 168, 90, 
102, 105, 1, 
103, 2, 168, 
104, 6, 110, 
105, 101, 49, 
106, 192, 103, 
107, 113, 60, 
108, 76, 197, 
109, 165, 156, 
110, 52, 162, 
111, 119, 141, 
112, 56, 165, 
113, 44, 32, 
114, 60, 68, 
115, 26, 178, 
116, 171, 17, 
117, 122, 83, 
118, 18, 70, 
119, 77, 179, 
120, 150, 115, 
121, 121, 55, 
122, 75, 35, 
123, 176, 186, 
124, 162, 74, 
125, 141, 51, 
126, 118, 87, 
127, 183, 7, 
128, 138, 75, 
129, 34, 195, 
130, 197, 199, 
131, 80, 63, 
132, 88, 3, 
133, 23, 107, 
134, 104, 39, 
135, 32, 50, 
136, 112, 72, 
137, 175, 123, 
138, 161, 9, 
139, 45, 88, 
140, 42, 62, 
141, 140, 53, 
142, 130, 126, 
143, 48, 19, 
144, 28, 77, 
145, 85, 58, 
146, 94, 13, 
147, 144, 95, 
148, 123, 25, 
149, 109, 54, 
150, 63, 71, 
151, 78, 185, 
152, 157, 30, 
153, 164, 106, 
154, 99, 117, 
155, 92, 12, 
156, 50, 108, 
157, 154, 134, 
158, 107, 73, 
159, 20, 173, 
160, 167, 41, 
161, 68, 189, 
162, 181, 104, 
163, 73, 82, 
164, 120, 131, 
165, 81, 167, 
166, 37, 171, 
167, 152, 147, 
168, 137, 20, 
169, 36, 128, 
170, 133, 89, 
171, 86, 194, 
172, 106, 26, 
173, 19, 102, 
174, 1, 183, 
175, 145, 29, 
176, 158, 28, 
177, 166, 120, 
178, 24, 160, 
179, 143, 85, 
180, 51, 98, 
181, 17, 16, 
182, 189, 48, 
183, 7, 14, 
184, 172, 37, 
185, 70, 11, 
186, 30, 136, 
187, 177, 78, 
188, 134, 99, 
189, 196, 69, 
190, 198, 135, 
191, 116, 66, 
192, 111, 76, 
193, 43, 61, 
194, 156, 114, 
195, 33, 149, 
196, 55, 187, 
197, 62, 45, 
198, 69, 44, 
199, 46, 188, 
