nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 28, 128, 
1, 32, 191, 
2, 116, 137, 
3, 30, 9, 
4, 93, 117, 
5, 123, 12, 
6, 77, 26, 
7, 0, 83, 
8, 58, 81, 
9, 25, 122, 
10, 7, 76, 
11, 188, 20, 
12, 27, 141, 
13, 145, 112, 
14, 143, 161, 
15, 18, 41, 
16, 183, 57, 
17, 60, 168, 
18, 102, 100, 
19, 23, 39, 
20, 53, 73, 
21, 162, 42, 
22, 16, 95, 
23, 96, 125, 
24, 130, 74, 
25, 115, 2, 
26, 158, 61, 
27, 90, 46, 
28, 52, 87, 
29, 73, 15, 
30, 119, 193, 
31, 153, 164, 
32, 99, 28, 
33, 138, 31, 
34, 65, 84, 
35, 85, 70, 
36, 24, 145, 
37, 36, 143, 
38, 146, 142, 
39, 128, 175, 
40, 125, 49, 
41, 98, 43, 
42, 35, 171, 
43, 17, 19, 
44, 197, 0, 
45, 13, 72, 
46, 140, 154, 
47, 151, 51, 
48, 182, 156, 
49, 38, 77, 
50, 54, 1, 
51, 126, 104, 
52, 192, 190, 
53, 37, 134, 
54, 105, 129, 
55, 133, 91, 
56, 3, 55, 
57, 45, 8, 
58, 150, 182, 
59, 131, 167, 
60, 84, 88, 
61, 110, 136, 
62, 59, 109, 
63, 56, 118, 
64, 81, 89, 
65, 181, 157, 
66, 48, 14, 
67, 159, 147, 
68, 67, 3, 
69, 86, 170, 
70, 111, 98, 
71, 71, 113, 
72, 89, 40, 
73, 100, 133, 
74, 8, 5, 
75, 179, 132, 
76, 194, 106, 
77, 118, 115, 
78, 11, 173, 
79, 2, 63, 
80, 9, 36, 
81, 50, 30, 
82, 167, 16, 
83, 199, 178, 
84, 75, 111, 
85, 189, 155, 
86, 19, 11, 
87, 170, 59, 
88, 149, 65, 
89, 135, 68, 
90, 51, 50, 
91, 79, 105, 
92, 82, 85, 
93, 21, 185, 
94, 94, 126, 
95, 168, 101, 
96, 193, 48, 
97, 114, 102, 
98, 171, 108, 
99, 41, 17, 
100, 103, 29, 
101, 132, 33, 
102, 124, 116, 
103, 109, 92, 
104, 173, 146, 
105, 190, 75, 
106, 186, 25, 
107, 5, 199, 
108, 6, 189, 
109, 26, 69, 
110, 49, 166, 
111, 120, 148, 
112, 137, 79, 
113, 106, 32, 
114, 62, 188, 
115, 156, 45, 
116, 129, 96, 
117, 134, 38, 
118, 95, 184, 
119, 91, 93, 
120, 148, 103, 
121, 113, 6, 
122, 184, 187, 
123, 43, 13, 
124, 176, 114, 
125, 161, 121, 
126, 180, 47, 
127, 163, 94, 
128, 101, 138, 
129, 185, 176, 
130, 121, 172, 
131, 14, 119, 
132, 22, 86, 
133, 4, 130, 
134, 147, 44, 
135, 70, 197, 
136, 44, 10, 
137, 174, 195, 
138, 29, 149, 
139, 39, 183, 
140, 40, 62, 
141, 127, 110, 
142, 195, 163, 
143, 152, 120, 
144, 83, 97, 
145, 108, 169, 
146, 64, 80, 
147, 144, 165, 
148, 165, 53, 
149, 178, 23, 
150, 63, 162, 
151, 122, 82, 
152, 191, 24, 
153, 10, 78, 
154, 177, 194, 
155, 33, 144, 
156, 107, 131, 
157, 112, 177, 
158, 154, 99, 
159, 20, 196, 
160, 139, 179, 
161, 97, 140, 
162, 74, 66, 
163, 72, 67, 
164, 155, 135, 
165, 34, 123, 
166, 87, 52, 
167, 160, 54, 
168, 68, 181, 
169, 104, 151, 
170, 42, 21, 
171, 47, 127, 
172, 172, 35, 
173, 15, 198, 
174, 1, 27, 
175, 92, 90, 
176, 175, 56, 
177, 166, 71, 
178, 157, 160, 
179, 80, 22, 
180, 66, 60, 
181, 196, 159, 
182, 164, 153, 
183, 46, 58, 
184, 88, 7, 
185, 31, 64, 
186, 142, 150, 
187, 76, 152, 
188, 117, 124, 
189, 187, 34, 
190, 198, 37, 
191, 141, 18, 
192, 169, 180, 
193, 57, 192, 
194, 69, 139, 
195, 78, 174, 
196, 55, 186, 
197, 12, 158, 
198, 61, 4, 
199, 136, 107, 
