nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 148, 102, 
1, 19, 193, 
2, 4, 5, 
3, 88, 182, 
4, 151, 78, 
5, 33, 143, 
6, 72, 162, 
7, 177, 1, 
8, 1, 170, 
9, 84, 114, 
10, 179, 25, 
11, 42, 11, 
12, 123, 7, 
13, 78, 68, 
14, 171, 176, 
15, 79, 45, 
16, 37, 87, 
17, 130, 178, 
18, 45, 62, 
19, 75, 10, 
20, 2, 186, 
21, 199, 180, 
22, 113, 104, 
23, 146, 49, 
24, 67, 24, 
25, 108, 43, 
26, 164, 103, 
27, 189, 9, 
28, 143, 82, 
29, 22, 72, 
30, 3, 177, 
31, 103, 38, 
32, 35, 15, 
33, 21, 190, 
34, 121, 108, 
35, 94, 184, 
36, 154, 198, 
37, 25, 169, 
38, 150, 47, 
39, 128, 111, 
40, 158, 106, 
41, 187, 84, 
42, 125, 144, 
43, 182, 153, 
44, 140, 171, 
45, 173, 52, 
46, 8, 80, 
47, 20, 109, 
48, 48, 46, 
49, 99, 34, 
50, 30, 116, 
51, 145, 129, 
52, 36, 66, 
53, 163, 83, 
54, 139, 17, 
55, 124, 158, 
56, 27, 71, 
57, 98, 172, 
58, 97, 77, 
59, 186, 29, 
60, 102, 167, 
61, 100, 161, 
62, 110, 191, 
63, 142, 125, 
64, 24, 33, 
65, 47, 2, 
66, 13, 90, 
67, 111, 14, 
68, 9, 28, 
69, 66, 175, 
70, 129, 131, 
71, 57, 16, 
72, 104, 3, 
73, 50, 148, 
74, 184, 39, 
75, 43, 58, 
76, 16, 189, 
77, 90, 154, 
78, 65, 6, 
79, 56, 57, 
80, 87, 192, 
81, 134, 132, 
82, 190, 195, 
83, 138, 173, 
84, 172, 48, 
85, 17, 95, 
86, 181, 81, 
87, 39, 135, 
88, 192, 19, 
89, 147, 138, 
90, 159, 117, 
91, 174, 60, 
92, 80, 137, 
93, 53, 185, 
94, 107, 127, 
95, 168, 93, 
96, 131, 130, 
97, 31, 163, 
98, 15, 147, 
99, 71, 21, 
100, 51, 122, 
101, 155, 145, 
102, 64, 140, 
103, 157, 156, 
104, 188, 113, 
105, 160, 91, 
106, 194, 86, 
107, 44, 32, 
108, 109, 115, 
109, 76, 101, 
110, 176, 128, 
111, 122, 59, 
112, 93, 96, 
113, 114, 152, 
114, 95, 23, 
115, 26, 56, 
116, 18, 40, 
117, 149, 51, 
118, 60, 179, 
119, 162, 126, 
120, 32, 42, 
121, 41, 133, 
122, 178, 159, 
123, 106, 55, 
124, 144, 187, 
125, 12, 139, 
126, 156, 26, 
127, 85, 89, 
128, 161, 73, 
129, 105, 118, 
130, 165, 149, 
131, 14, 67, 
132, 70, 124, 
133, 10, 22, 
134, 63, 197, 
135, 197, 164, 
136, 7, 168, 
137, 180, 155, 
138, 116, 41, 
139, 62, 61, 
140, 152, 13, 
141, 6, 157, 
142, 86, 94, 
143, 59, 120, 
144, 69, 20, 
145, 137, 174, 
146, 135, 0, 
147, 153, 100, 
148, 11, 64, 
149, 175, 92, 
150, 83, 8, 
151, 29, 37, 
152, 133, 50, 
153, 96, 146, 
154, 38, 110, 
155, 193, 65, 
156, 54, 123, 
157, 81, 107, 
158, 68, 112, 
159, 58, 85, 
160, 61, 194, 
161, 55, 31, 
162, 166, 75, 
163, 132, 183, 
164, 117, 27, 
165, 191, 98, 
166, 167, 134, 
167, 185, 30, 
168, 0, 121, 
169, 101, 160, 
170, 52, 196, 
171, 120, 35, 
172, 77, 136, 
173, 136, 44, 
174, 92, 12, 
175, 119, 53, 
176, 196, 151, 
177, 115, 119, 
178, 118, 4, 
179, 127, 181, 
180, 23, 54, 
181, 74, 97, 
182, 195, 142, 
183, 112, 69, 
184, 28, 88, 
185, 198, 70, 
186, 170, 141, 
187, 126, 188, 
188, 49, 36, 
189, 183, 150, 
190, 141, 166, 
191, 73, 105, 
192, 82, 76, 
193, 169, 165, 
194, 34, 199, 
195, 91, 79, 
196, 40, 99, 
197, 5, 74, 
198, 46, 63, 
199, 89, 18, 
