nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 129, 166, 
1, 4, 193, 
2, 148, 172, 
3, 156, 153, 
4, 106, 76, 
5, 111, 162, 
6, 164, 159, 
7, 62, 60, 
8, 73, 131, 
9, 30, 33, 
10, 146, 127, 
11, 82, 36, 
12, 161, 195, 
13, 65, 123, 
14, 32, 42, 
15, 98, 102, 
16, 97, 121, 
17, 25, 8, 
18, 76, 30, 
19, 135, 49, 
20, 177, 0, 
21, 124, 29, 
22, 126, 48, 
23, 109, 88, 
24, 190, 106, 
25, 138, 53, 
26, 194, 70, 
27, 41, 14, 
28, 162, 58, 
29, 64, 124, 
30, 89, 27, 
31, 186, 89, 
32, 167, 45, 
33, 10, 154, 
34, 21, 119, 
35, 0, 32, 
36, 191, 187, 
37, 175, 108, 
38, 133, 186, 
39, 63, 72, 
40, 3, 21, 
41, 74, 114, 
42, 44, 79, 
43, 57, 167, 
44, 185, 189, 
45, 33, 122, 
46, 22, 25, 
47, 19, 97, 
48, 136, 151, 
49, 147, 35, 
50, 5, 182, 
51, 112, 129, 
52, 54, 148, 
53, 101, 4, 
54, 128, 191, 
55, 150, 85, 
56, 50, 198, 
57, 13, 156, 
58, 77, 147, 
59, 37, 84, 
60, 188, 77, 
61, 17, 83, 
62, 104, 23, 
63, 113, 168, 
64, 70, 10, 
65, 90, 177, 
66, 6, 115, 
67, 94, 20, 
68, 87, 1, 
69, 103, 113, 
70, 15, 98, 
71, 137, 69, 
72, 168, 100, 
73, 121, 93, 
74, 20, 55, 
75, 14, 134, 
76, 123, 96, 
77, 119, 188, 
78, 125, 57, 
79, 69, 91, 
80, 93, 3, 
81, 141, 117, 
82, 78, 73, 
83, 183, 144, 
84, 189, 52, 
85, 127, 110, 
86, 75, 59, 
87, 144, 158, 
88, 86, 165, 
89, 195, 31, 
90, 163, 101, 
91, 140, 66, 
92, 60, 163, 
93, 8, 112, 
94, 139, 125, 
95, 52, 137, 
96, 24, 24, 
97, 27, 138, 
98, 36, 199, 
99, 157, 12, 
100, 12, 196, 
101, 166, 87, 
102, 43, 132, 
103, 58, 128, 
104, 192, 16, 
105, 91, 68, 
106, 79, 176, 
107, 85, 44, 
108, 174, 105, 
109, 47, 104, 
110, 23, 181, 
111, 105, 171, 
112, 29, 86, 
113, 84, 169, 
114, 122, 62, 
115, 7, 82, 
116, 134, 67, 
117, 180, 180, 
118, 46, 164, 
119, 159, 179, 
120, 149, 54, 
121, 38, 81, 
122, 179, 46, 
123, 68, 50, 
124, 51, 116, 
125, 130, 15, 
126, 172, 126, 
127, 115, 183, 
128, 35, 133, 
129, 151, 146, 
130, 72, 173, 
131, 145, 5, 
132, 81, 7, 
133, 118, 47, 
134, 16, 34, 
135, 196, 157, 
136, 102, 174, 
137, 108, 145, 
138, 18, 120, 
139, 171, 178, 
140, 42, 143, 
141, 9, 2, 
142, 116, 18, 
143, 197, 38, 
144, 178, 71, 
145, 173, 149, 
146, 40, 74, 
147, 107, 95, 
148, 66, 136, 
149, 99, 39, 
150, 165, 19, 
151, 100, 192, 
152, 154, 28, 
153, 110, 78, 
154, 95, 51, 
155, 142, 103, 
156, 28, 152, 
157, 143, 99, 
158, 61, 109, 
159, 53, 43, 
160, 59, 150, 
161, 181, 107, 
162, 114, 40, 
163, 176, 194, 
164, 48, 139, 
165, 158, 80, 
166, 155, 11, 
167, 132, 37, 
168, 170, 56, 
169, 67, 142, 
170, 26, 197, 
171, 39, 118, 
172, 182, 22, 
173, 34, 92, 
174, 88, 13, 
175, 45, 94, 
176, 71, 190, 
177, 193, 61, 
178, 160, 160, 
179, 120, 161, 
180, 83, 63, 
181, 11, 140, 
182, 184, 135, 
183, 49, 111, 
184, 80, 141, 
185, 31, 64, 
186, 187, 17, 
187, 56, 90, 
188, 117, 184, 
189, 55, 75, 
190, 153, 26, 
191, 96, 9, 
192, 199, 6, 
193, 198, 155, 
194, 131, 175, 
195, 169, 41, 
196, 152, 185, 
197, 92, 130, 
198, 1, 170, 
199, 2, 65, 
