nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 9, 16, 
1, 15, 27, 
2, 17, 25, 
3, 6, 49, 
4, 26, 2, 
5, 19, 47, 
6, 47, 42, 
7, 3, 44, 
8, 36, 28, 
9, 37, 46, 
10, 29, 18, 
11, 16, 13, 
12, 40, 7, 
13, 18, 5, 
14, 22, 1, 
15, 21, 8, 
16, 25, 41, 
17, 30, 17, 
18, 41, 33, 
19, 35, 12, 
20, 32, 36, 
21, 7, 22, 
22, 48, 29, 
23, 39, 45, 
24, 28, 43, 
25, 43, 39, 
26, 4, 20, 
27, 24, 34, 
28, 12, 0, 
29, 1, 14, 
30, 31, 35, 
31, 20, 19, 
32, 34, 11, 
33, 45, 9, 
34, 13, 6, 
35, 46, 37, 
36, 42, 26, 
37, 44, 24, 
38, 38, 3, 
39, 0, 31, 
40, 33, 48, 
41, 11, 21, 
42, 10, 40, 
43, 8, 10, 
44, 49, 32, 
45, 14, 23, 
46, 5, 15, 
47, 27, 30, 
48, 2, 38, 
49, 23, 4, 
