nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 47, 20, 
1, 0, 28, 
2, 44, 23, 
3, 26, 13, 
4, 7, 35, 
5, 33, 8, 
6, 4, 49, 
7, 25, 44, 
8, 8, 2, 
9, 10, 42, 
10, 29, 17, 
11, 31, 38, 
12, 24, 19, 
13, 6, 5, 
14, 22, 6, 
15, 12, 32, 
16, 3, 40, 
17, 42, 26, 
18, 37, 33, 
19, 23, 25, 
20, 43, 46, 
21, 18, 43, 
22, 48, 48, 
23, 41, 45, 
24, 11, 10, 
25, 21, 14, 
26, 40, 1, 
27, 13, 34, 
28, 1, 22, 
29, 35, 21, 
30, 39, 36, 
31, 2, 4, 
32, 34, 18, 
33, 20, 11, 
34, 15, 39, 
35, 14, 24, 
36, 19, 27, 
37, 36, 0, 
38, 38, 29, 
39, 16, 31, 
40, 5, 12, 
41, 30, 9, 
42, 49, 41, 
43, 46, 16, 
44, 28, 15, 
45, 9, 30, 
46, 32, 3, 
47, 27, 37, 
48, 45, 7, 
49, 17, 47, 
