nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 19, 19, 
1, 12, 47, 
2, 4, 25, 
3, 5, 24, 
4, 37, 45, 
5, 41, 31, 
6, 44, 35, 
7, 10, 42, 
8, 3, 28, 
9, 9, 46, 
10, 0, 40, 
11, 13, 23, 
12, 33, 34, 
13, 15, 43, 
14, 38, 41, 
15, 30, 0, 
16, 18, 7, 
17, 23, 4, 
18, 49, 11, 
19, 26, 5, 
20, 7, 33, 
21, 24, 36, 
22, 20, 39, 
23, 27, 13, 
24, 39, 22, 
25, 43, 26, 
26, 32, 1, 
27, 21, 21, 
28, 45, 44, 
29, 1, 14, 
30, 31, 29, 
31, 28, 16, 
32, 34, 30, 
33, 29, 49, 
34, 22, 6, 
35, 6, 8, 
36, 42, 27, 
37, 36, 17, 
38, 47, 15, 
39, 2, 38, 
40, 14, 37, 
41, 11, 3, 
42, 46, 18, 
43, 16, 2, 
44, 25, 32, 
45, 35, 48, 
46, 40, 10, 
47, 48, 12, 
48, 8, 20, 
49, 17, 9, 
