nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 9, 40, 
1, 38, 3, 
2, 3, 15, 
3, 26, 13, 
4, 29, 6, 
5, 45, 23, 
6, 0, 37, 
7, 30, 0, 
8, 7, 2, 
9, 11, 46, 
10, 8, 43, 
11, 31, 38, 
12, 27, 11, 
13, 48, 5, 
14, 22, 20, 
15, 12, 17, 
16, 6, 36, 
17, 42, 30, 
18, 37, 33, 
19, 23, 19, 
20, 32, 10, 
21, 24, 48, 
22, 25, 45, 
23, 47, 47, 
24, 36, 28, 
25, 18, 14, 
26, 39, 49, 
27, 4, 34, 
28, 1, 22, 
29, 35, 21, 
30, 14, 29, 
31, 21, 25, 
32, 34, 35, 
33, 16, 18, 
34, 28, 8, 
35, 10, 27, 
36, 19, 4, 
37, 5, 42, 
38, 15, 1, 
39, 43, 31, 
40, 33, 24, 
41, 40, 9, 
42, 49, 16, 
43, 46, 41, 
44, 44, 32, 
45, 41, 7, 
46, 20, 12, 
47, 2, 26, 
48, 13, 44, 
49, 17, 39, 
