nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 45, 7, 
1, 3, 35, 
2, 24, 31, 
3, 26, 4, 
4, 7, 47, 
5, 47, 26, 
6, 20, 30, 
7, 25, 38, 
8, 1, 45, 
9, 34, 24, 
10, 48, 17, 
11, 28, 9, 
12, 21, 41, 
13, 16, 11, 
14, 30, 10, 
15, 43, 39, 
16, 49, 8, 
17, 19, 33, 
18, 22, 29, 
19, 11, 49, 
20, 5, 3, 
21, 37, 36, 
22, 13, 22, 
23, 41, 19, 
24, 9, 27, 
25, 18, 14, 
26, 10, 37, 
27, 4, 32, 
28, 14, 1, 
29, 12, 23, 
30, 39, 2, 
31, 38, 28, 
32, 0, 5, 
33, 36, 21, 
34, 35, 25, 
35, 23, 13, 
36, 31, 15, 
37, 46, 43, 
38, 15, 12, 
39, 42, 20, 
40, 33, 18, 
41, 32, 48, 
42, 6, 40, 
43, 40, 6, 
44, 44, 46, 
45, 2, 42, 
46, 8, 0, 
47, 27, 16, 
48, 29, 44, 
49, 17, 34, 
