nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 9, 32, 
1, 6, 4, 
2, 27, 30, 
3, 23, 49, 
4, 41, 8, 
5, 33, 7, 
6, 20, 13, 
7, 44, 42, 
8, 32, 45, 
9, 10, 43, 
10, 8, 27, 
11, 2, 20, 
12, 18, 19, 
13, 28, 48, 
14, 30, 2, 
15, 12, 34, 
16, 24, 22, 
17, 42, 26, 
18, 25, 11, 
19, 19, 0, 
20, 34, 29, 
21, 13, 17, 
22, 21, 6, 
23, 47, 47, 
24, 36, 28, 
25, 40, 25, 
26, 7, 23, 
27, 4, 41, 
28, 14, 38, 
29, 29, 5, 
30, 48, 40, 
31, 31, 36, 
32, 0, 21, 
33, 16, 18, 
34, 38, 9, 
35, 39, 10, 
36, 35, 15, 
37, 26, 46, 
38, 3, 1, 
39, 15, 24, 
40, 22, 12, 
41, 11, 14, 
42, 49, 16, 
43, 43, 44, 
44, 5, 3, 
45, 37, 35, 
46, 1, 33, 
47, 17, 31, 
48, 45, 37, 
49, 46, 39, 
