nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 0, 27, 
1, 1, 42, 
2, 38, 2, 
3, 3, 33, 
4, 4, 4, 
5, 35, 5, 
6, 6, 6, 
7, 7, 7, 
8, 24, 8, 
9, 9, 9, 
10, 10, 10, 
11, 11, 11, 
12, 21, 29, 
13, 31, 22, 
14, 14, 32, 
15, 15, 15, 
16, 16, 44, 
17, 17, 17, 
18, 18, 25, 
19, 19, 19, 
20, 29, 20, 
21, 12, 1, 
22, 42, 13, 
23, 23, 23, 
24, 22, 24, 
25, 40, 21, 
26, 26, 26, 
27, 27, 0, 
28, 28, 3, 
29, 2, 12, 
30, 48, 30, 
31, 13, 31, 
32, 32, 14, 
33, 43, 28, 
34, 34, 34, 
35, 8, 35, 
36, 36, 36, 
37, 37, 39, 
38, 33, 38, 
39, 39, 37, 
40, 25, 40, 
41, 41, 16, 
42, 5, 46, 
43, 20, 43, 
44, 44, 41, 
45, 45, 45, 
46, 46, 18, 
47, 47, 47, 
48, 30, 48, 
49, 49, 49, 
