nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 1, 20, 
1, 41, 23, 
2, 30, 1, 
3, 2, 12, 
4, 4, 14, 
5, 6, 33, 
6, 35, 31, 
7, 34, 45, 
8, 32, 29, 
9, 26, 34, 
10, 43, 48, 
11, 9, 28, 
12, 36, 27, 
13, 46, 25, 
14, 21, 18, 
15, 28, 35, 
16, 3, 36, 
17, 27, 43, 
18, 14, 8, 
19, 5, 39, 
20, 12, 32, 
21, 17, 17, 
22, 8, 42, 
23, 15, 47, 
24, 49, 2, 
25, 23, 24, 
26, 45, 7, 
27, 31, 19, 
28, 10, 0, 
29, 7, 21, 
30, 11, 16, 
31, 13, 41, 
32, 0, 6, 
33, 16, 46, 
34, 47, 5, 
35, 40, 10, 
36, 25, 3, 
37, 20, 26, 
38, 48, 30, 
39, 39, 13, 
40, 42, 22, 
41, 22, 11, 
42, 29, 49, 
43, 19, 4, 
44, 44, 15, 
45, 38, 38, 
46, 37, 9, 
47, 33, 44, 
48, 18, 37, 
49, 24, 40, 
