nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 197, 143, 
1, 124, 26, 
2, 192, 55, 
3, 22, 199, 
4, 129, 69, 
5, 117, 137, 
6, 176, 99, 
7, 183, 121, 
8, 112, 148, 
9, 60, 95, 
10, 5, 198, 
11, 114, 0, 
12, 136, 149, 
13, 93, 24, 
14, 47, 152, 
15, 81, 181, 
16, 154, 195, 
17, 75, 176, 
18, 10, 112, 
19, 65, 110, 
20, 170, 75, 
21, 126, 16, 
22, 55, 126, 
23, 185, 139, 
24, 189, 141, 
25, 71, 14, 
26, 121, 77, 
27, 3, 42, 
28, 140, 138, 
29, 127, 145, 
30, 153, 40, 
31, 191, 136, 
32, 155, 61, 
33, 107, 159, 
34, 6, 177, 
35, 199, 65, 
36, 160, 56, 
37, 90, 68, 
38, 66, 52, 
39, 15, 116, 
40, 151, 62, 
41, 7, 167, 
42, 49, 91, 
43, 85, 15, 
44, 1, 8, 
45, 198, 5, 
46, 76, 161, 
47, 100, 7, 
48, 19, 94, 
49, 28, 106, 
50, 152, 10, 
51, 115, 54, 
52, 146, 79, 
53, 149, 57, 
54, 108, 98, 
55, 134, 162, 
56, 178, 151, 
57, 119, 133, 
58, 78, 113, 
59, 58, 39, 
60, 92, 78, 
61, 172, 182, 
62, 24, 117, 
63, 141, 127, 
64, 18, 100, 
65, 186, 190, 
66, 159, 158, 
67, 171, 74, 
68, 143, 154, 
69, 101, 171, 
70, 68, 119, 
71, 82, 76, 
72, 0, 27, 
73, 52, 174, 
74, 69, 144, 
75, 190, 183, 
76, 130, 29, 
77, 37, 142, 
78, 29, 168, 
79, 116, 123, 
80, 181, 164, 
81, 91, 36, 
82, 148, 20, 
83, 184, 175, 
84, 193, 3, 
85, 110, 101, 
86, 88, 25, 
87, 27, 50, 
88, 89, 188, 
89, 79, 111, 
90, 123, 169, 
91, 102, 86, 
92, 74, 194, 
93, 50, 31, 
94, 83, 128, 
95, 34, 131, 
96, 56, 38, 
97, 87, 179, 
98, 194, 82, 
99, 98, 146, 
100, 26, 87, 
101, 128, 186, 
102, 175, 134, 
103, 125, 11, 
104, 106, 135, 
105, 16, 49, 
106, 11, 9, 
107, 72, 43, 
108, 17, 71, 
109, 62, 63, 
110, 41, 44, 
111, 40, 81, 
112, 70, 153, 
113, 14, 22, 
114, 156, 1, 
115, 182, 180, 
116, 96, 105, 
117, 48, 197, 
118, 23, 102, 
119, 45, 28, 
120, 4, 60, 
121, 109, 58, 
122, 139, 30, 
123, 137, 89, 
124, 94, 184, 
125, 180, 120, 
126, 59, 85, 
127, 165, 53, 
128, 8, 97, 
129, 20, 33, 
130, 118, 21, 
131, 122, 166, 
132, 33, 107, 
133, 196, 66, 
134, 95, 193, 
135, 138, 46, 
136, 2, 84, 
137, 73, 185, 
138, 99, 47, 
139, 157, 83, 
140, 158, 156, 
141, 144, 118, 
142, 132, 160, 
143, 166, 19, 
144, 64, 88, 
145, 35, 104, 
146, 131, 150, 
147, 38, 96, 
148, 163, 103, 
149, 30, 80, 
150, 105, 12, 
151, 169, 170, 
152, 46, 115, 
153, 21, 90, 
154, 12, 2, 
155, 51, 173, 
156, 84, 191, 
157, 57, 92, 
158, 44, 189, 
159, 111, 172, 
160, 32, 165, 
161, 168, 192, 
162, 43, 23, 
163, 195, 59, 
164, 80, 6, 
165, 77, 48, 
166, 54, 178, 
167, 9, 130, 
168, 67, 163, 
169, 61, 155, 
170, 42, 51, 
171, 187, 34, 
172, 162, 17, 
173, 177, 35, 
174, 161, 13, 
175, 142, 73, 
176, 164, 157, 
177, 53, 108, 
178, 133, 114, 
179, 39, 4, 
180, 167, 125, 
181, 179, 70, 
182, 188, 147, 
183, 31, 72, 
184, 97, 124, 
185, 104, 45, 
186, 150, 122, 
187, 173, 129, 
188, 145, 140, 
189, 174, 18, 
190, 63, 41, 
191, 25, 37, 
192, 103, 109, 
193, 113, 196, 
194, 147, 132, 
195, 36, 64, 
196, 120, 93, 
197, 13, 32, 
198, 135, 67, 
199, 86, 187, 
