nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 187, 10, 
1, 193, 58, 
2, 7, 73, 
3, 32, 18, 
4, 72, 36, 
5, 83, 172, 
6, 123, 109, 
7, 46, 124, 
8, 162, 129, 
9, 2, 191, 
10, 110, 174, 
11, 95, 151, 
12, 134, 14, 
13, 87, 150, 
14, 129, 162, 
15, 0, 74, 
16, 64, 43, 
17, 181, 171, 
18, 48, 69, 
19, 189, 196, 
20, 139, 165, 
21, 6, 66, 
22, 173, 61, 
23, 50, 136, 
24, 114, 122, 
25, 191, 35, 
26, 180, 12, 
27, 36, 166, 
28, 31, 59, 
29, 47, 9, 
30, 86, 46, 
31, 136, 24, 
32, 101, 149, 
33, 124, 178, 
34, 119, 158, 
35, 45, 27, 
36, 39, 189, 
37, 29, 82, 
38, 18, 0, 
39, 66, 137, 
40, 33, 112, 
41, 131, 42, 
42, 37, 53, 
43, 20, 55, 
44, 186, 198, 
45, 195, 77, 
46, 82, 60, 
47, 109, 51, 
48, 89, 141, 
49, 62, 16, 
50, 69, 23, 
51, 140, 107, 
52, 35, 121, 
53, 106, 38, 
54, 94, 19, 
55, 4, 185, 
56, 165, 168, 
57, 122, 76, 
58, 197, 67, 
59, 182, 63, 
60, 67, 34, 
61, 158, 190, 
62, 168, 85, 
63, 113, 64, 
64, 178, 186, 
65, 148, 133, 
66, 164, 163, 
67, 126, 3, 
68, 161, 167, 
69, 60, 79, 
70, 151, 111, 
71, 120, 117, 
72, 13, 99, 
73, 65, 179, 
74, 102, 147, 
75, 111, 120, 
76, 115, 89, 
77, 190, 128, 
78, 98, 56, 
79, 170, 33, 
80, 105, 144, 
81, 143, 161, 
82, 118, 143, 
83, 116, 193, 
84, 9, 180, 
85, 108, 4, 
86, 74, 17, 
87, 107, 98, 
88, 8, 118, 
89, 85, 103, 
90, 159, 195, 
91, 127, 146, 
92, 183, 6, 
93, 128, 145, 
94, 192, 65, 
95, 91, 78, 
96, 44, 139, 
97, 81, 62, 
98, 16, 75, 
99, 121, 5, 
100, 78, 181, 
101, 21, 22, 
102, 90, 125, 
103, 155, 101, 
104, 144, 134, 
105, 5, 131, 
106, 75, 155, 
107, 63, 7, 
108, 172, 114, 
109, 59, 177, 
110, 152, 45, 
111, 141, 49, 
112, 176, 44, 
113, 88, 86, 
114, 53, 154, 
115, 55, 110, 
116, 84, 54, 
117, 57, 28, 
118, 1, 127, 
119, 41, 192, 
120, 166, 97, 
121, 174, 90, 
122, 156, 123, 
123, 23, 40, 
124, 11, 47, 
125, 112, 164, 
126, 125, 106, 
127, 133, 48, 
128, 177, 88, 
129, 132, 152, 
130, 38, 116, 
131, 185, 91, 
132, 17, 31, 
133, 40, 29, 
134, 100, 2, 
135, 25, 119, 
136, 146, 41, 
137, 24, 96, 
138, 171, 11, 
139, 71, 104, 
140, 43, 140, 
141, 175, 21, 
142, 145, 160, 
143, 188, 156, 
144, 51, 157, 
145, 167, 153, 
146, 10, 199, 
147, 97, 138, 
148, 30, 176, 
149, 163, 100, 
150, 22, 148, 
151, 142, 105, 
152, 147, 175, 
153, 52, 173, 
154, 70, 25, 
155, 19, 8, 
156, 198, 94, 
157, 42, 39, 
158, 28, 80, 
159, 130, 194, 
160, 117, 187, 
161, 77, 37, 
162, 61, 130, 
163, 184, 132, 
164, 179, 68, 
165, 73, 95, 
166, 92, 84, 
167, 14, 182, 
168, 194, 188, 
169, 68, 13, 
170, 169, 71, 
171, 196, 92, 
172, 135, 142, 
173, 15, 83, 
174, 3, 26, 
175, 26, 126, 
176, 154, 183, 
177, 54, 57, 
178, 56, 87, 
179, 137, 197, 
180, 12, 93, 
181, 34, 115, 
182, 103, 15, 
183, 138, 169, 
184, 149, 135, 
185, 104, 170, 
186, 157, 20, 
187, 27, 72, 
188, 49, 102, 
189, 160, 159, 
190, 153, 52, 
191, 93, 30, 
192, 80, 184, 
193, 199, 81, 
194, 76, 32, 
195, 58, 108, 
196, 150, 70, 
197, 99, 113, 
198, 96, 1, 
199, 79, 50, 
