nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 90, 143, 
1, 100, 164, 
2, 147, 65, 
3, 177, 199, 
4, 169, 48, 
5, 82, 102, 
6, 29, 175, 
7, 45, 94, 
8, 157, 151, 
9, 12, 95, 
10, 180, 79, 
11, 15, 186, 
12, 114, 57, 
13, 92, 119, 
14, 9, 98, 
15, 81, 84, 
16, 50, 126, 
17, 192, 62, 
18, 10, 112, 
19, 151, 86, 
20, 178, 146, 
21, 123, 67, 
22, 0, 148, 
23, 185, 127, 
24, 134, 78, 
25, 128, 118, 
26, 49, 77, 
27, 115, 83, 
28, 89, 1, 
29, 158, 135, 
30, 118, 40, 
31, 175, 104, 
32, 79, 97, 
33, 61, 69, 
34, 87, 158, 
35, 199, 116, 
36, 133, 7, 
37, 153, 190, 
38, 195, 28, 
39, 36, 138, 
40, 174, 8, 
41, 150, 109, 
42, 54, 193, 
43, 60, 21, 
44, 1, 117, 
45, 14, 110, 
46, 16, 24, 
47, 119, 194, 
48, 164, 115, 
49, 163, 166, 
50, 70, 177, 
51, 3, 54, 
52, 140, 43, 
53, 171, 159, 
54, 109, 27, 
55, 88, 192, 
56, 93, 50, 
57, 28, 33, 
58, 156, 18, 
59, 107, 145, 
60, 38, 58, 
61, 145, 106, 
62, 27, 12, 
63, 152, 178, 
64, 194, 184, 
65, 146, 73, 
66, 19, 185, 
67, 197, 15, 
68, 143, 96, 
69, 101, 171, 
70, 141, 105, 
71, 65, 147, 
72, 170, 108, 
73, 91, 187, 
74, 69, 130, 
75, 63, 76, 
76, 66, 167, 
77, 37, 188, 
78, 117, 141, 
79, 116, 123, 
80, 13, 176, 
81, 62, 36, 
82, 148, 152, 
83, 105, 49, 
84, 189, 46, 
85, 131, 30, 
86, 52, 22, 
87, 137, 38, 
88, 40, 103, 
89, 166, 61, 
90, 4, 160, 
91, 102, 10, 
92, 74, 121, 
93, 96, 180, 
94, 18, 128, 
95, 34, 25, 
96, 126, 91, 
97, 76, 179, 
98, 55, 23, 
99, 41, 144, 
100, 75, 174, 
101, 162, 68, 
102, 132, 88, 
103, 113, 11, 
104, 106, 71, 
105, 43, 70, 
106, 11, 92, 
107, 59, 20, 
108, 135, 149, 
109, 111, 63, 
110, 198, 51, 
111, 24, 173, 
112, 196, 90, 
113, 86, 168, 
114, 72, 87, 
115, 179, 198, 
116, 23, 35, 
117, 33, 197, 
118, 103, 32, 
119, 83, 122, 
120, 78, 74, 
121, 110, 154, 
122, 139, 157, 
123, 84, 34, 
124, 44, 100, 
125, 121, 59, 
126, 22, 41, 
127, 165, 85, 
128, 85, 72, 
129, 149, 161, 
130, 130, 56, 
131, 48, 9, 
132, 56, 196, 
133, 161, 124, 
134, 122, 0, 
135, 138, 39, 
136, 167, 183, 
137, 73, 153, 
138, 99, 137, 
139, 80, 120, 
140, 125, 156, 
141, 124, 114, 
142, 154, 165, 
143, 35, 99, 
144, 51, 93, 
145, 191, 42, 
146, 183, 26, 
147, 68, 82, 
148, 30, 31, 
149, 94, 47, 
150, 5, 60, 
151, 42, 170, 
152, 21, 132, 
153, 193, 44, 
154, 176, 107, 
155, 155, 133, 
156, 20, 139, 
157, 57, 13, 
158, 159, 80, 
159, 188, 172, 
160, 32, 131, 
161, 168, 37, 
162, 71, 134, 
163, 47, 189, 
164, 8, 55, 
165, 144, 129, 
166, 98, 5, 
167, 186, 6, 
168, 67, 163, 
169, 58, 155, 
170, 129, 29, 
171, 17, 17, 
172, 53, 81, 
173, 104, 140, 
174, 46, 64, 
175, 181, 195, 
176, 95, 181, 
177, 120, 113, 
178, 97, 101, 
179, 39, 136, 
180, 2, 142, 
181, 172, 111, 
182, 142, 3, 
183, 31, 2, 
184, 160, 66, 
185, 187, 45, 
186, 182, 4, 
187, 190, 182, 
188, 64, 169, 
189, 127, 191, 
190, 25, 162, 
191, 7, 125, 
192, 112, 150, 
193, 108, 14, 
194, 26, 19, 
195, 77, 89, 
196, 173, 52, 
197, 6, 53, 
198, 136, 16, 
199, 184, 75, 
