nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 13, 181, 
1, 63, 32, 
2, 102, 33, 
3, 80, 90, 
4, 72, 50, 
5, 119, 54, 
6, 67, 99, 
7, 54, 65, 
8, 129, 182, 
9, 170, 80, 
10, 180, 169, 
11, 74, 150, 
12, 166, 67, 
13, 87, 42, 
14, 44, 152, 
15, 57, 27, 
16, 142, 18, 
17, 128, 1, 
18, 95, 116, 
19, 73, 12, 
20, 174, 171, 
21, 108, 17, 
22, 175, 121, 
23, 156, 137, 
24, 52, 14, 
25, 139, 24, 
26, 135, 187, 
27, 8, 76, 
28, 91, 9, 
29, 113, 145, 
30, 125, 166, 
31, 2, 175, 
32, 155, 108, 
33, 163, 73, 
34, 18, 133, 
35, 71, 31, 
36, 47, 95, 
37, 93, 144, 
38, 66, 29, 
39, 22, 51, 
40, 117, 41, 
41, 179, 191, 
42, 154, 190, 
43, 122, 158, 
44, 37, 173, 
45, 69, 159, 
46, 76, 183, 
47, 28, 160, 
48, 164, 98, 
49, 126, 56, 
50, 25, 38, 
51, 41, 126, 
52, 198, 43, 
53, 10, 104, 
54, 40, 72, 
55, 188, 92, 
56, 97, 87, 
57, 132, 20, 
58, 158, 44, 
59, 61, 46, 
60, 127, 4, 
61, 145, 39, 
62, 140, 75, 
63, 31, 49, 
64, 43, 197, 
65, 161, 147, 
66, 112, 134, 
67, 15, 146, 
68, 11, 59, 
69, 172, 0, 
70, 138, 61, 
71, 75, 60, 
72, 5, 47, 
73, 60, 118, 
74, 83, 154, 
75, 120, 89, 
76, 38, 176, 
77, 195, 13, 
78, 85, 94, 
79, 124, 196, 
80, 123, 179, 
81, 59, 5, 
82, 88, 70, 
83, 167, 120, 
84, 177, 21, 
85, 4, 57, 
86, 173, 128, 
87, 182, 110, 
88, 110, 26, 
89, 151, 119, 
90, 199, 195, 
91, 181, 10, 
92, 84, 97, 
93, 70, 100, 
94, 45, 111, 
95, 114, 143, 
96, 56, 113, 
97, 23, 168, 
98, 160, 45, 
99, 191, 81, 
100, 36, 114, 
101, 157, 35, 
102, 50, 69, 
103, 12, 91, 
104, 94, 71, 
105, 100, 124, 
106, 149, 93, 
107, 77, 142, 
108, 106, 109, 
109, 62, 63, 
110, 78, 15, 
111, 187, 186, 
112, 65, 105, 
113, 152, 36, 
114, 6, 163, 
115, 176, 198, 
116, 96, 135, 
117, 107, 55, 
118, 39, 172, 
119, 194, 22, 
120, 169, 122, 
121, 189, 23, 
122, 58, 30, 
123, 192, 177, 
124, 148, 28, 
125, 86, 194, 
126, 7, 165, 
127, 55, 83, 
128, 9, 88, 
129, 131, 62, 
130, 153, 96, 
131, 81, 164, 
132, 89, 3, 
133, 115, 74, 
134, 165, 170, 
135, 137, 140, 
136, 34, 106, 
137, 3, 102, 
138, 146, 6, 
139, 168, 101, 
140, 196, 25, 
141, 147, 189, 
142, 104, 129, 
143, 35, 19, 
144, 51, 136, 
145, 116, 185, 
146, 185, 130, 
147, 183, 112, 
148, 92, 66, 
149, 190, 131, 
150, 1, 40, 
151, 90, 156, 
152, 150, 174, 
153, 30, 155, 
154, 48, 2, 
155, 33, 8, 
156, 82, 115, 
157, 130, 79, 
158, 159, 188, 
159, 24, 167, 
160, 32, 86, 
161, 136, 162, 
162, 121, 11, 
163, 143, 117, 
164, 197, 107, 
165, 193, 58, 
166, 144, 34, 
167, 14, 78, 
168, 19, 192, 
169, 29, 103, 
170, 42, 125, 
171, 171, 157, 
172, 109, 199, 
173, 21, 184, 
174, 141, 141, 
175, 46, 180, 
176, 184, 68, 
177, 53, 139, 
178, 133, 161, 
179, 103, 138, 
180, 101, 37, 
181, 178, 193, 
182, 118, 151, 
183, 26, 77, 
184, 17, 178, 
185, 20, 127, 
186, 186, 85, 
187, 99, 7, 
188, 49, 82, 
189, 68, 84, 
190, 27, 153, 
191, 0, 52, 
192, 111, 53, 
193, 105, 16, 
194, 16, 64, 
195, 64, 48, 
196, 79, 148, 
197, 134, 149, 
198, 162, 123, 
199, 98, 132, 
