nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 75, 181, 
1, 73, 32, 
2, 102, 33, 
3, 80, 90, 
4, 72, 50, 
5, 119, 54, 
6, 67, 189, 
7, 154, 65, 
8, 41, 182, 
9, 170, 80, 
10, 71, 169, 
11, 34, 29, 
12, 166, 67, 
13, 87, 42, 
14, 44, 152, 
15, 57, 118, 
16, 142, 18, 
17, 48, 1, 
18, 95, 116, 
19, 63, 12, 
20, 89, 171, 
21, 108, 17, 
22, 27, 121, 
23, 156, 137, 
24, 52, 165, 
25, 139, 14, 
26, 135, 187, 
27, 8, 76, 
28, 91, 43, 
29, 113, 145, 
30, 125, 167, 
31, 2, 175, 
32, 155, 108, 
33, 163, 73, 
34, 18, 133, 
35, 130, 31, 
36, 47, 95, 
37, 93, 144, 
38, 88, 185, 
39, 22, 168, 
40, 117, 20, 
41, 179, 191, 
42, 29, 190, 
43, 122, 158, 
44, 37, 173, 
45, 69, 159, 
46, 76, 183, 
47, 28, 160, 
48, 112, 98, 
49, 66, 161, 
50, 25, 38, 
51, 129, 140, 
52, 151, 9, 
53, 10, 104, 
54, 40, 72, 
55, 188, 92, 
56, 97, 41, 
57, 195, 87, 
58, 158, 44, 
59, 61, 46, 
60, 54, 4, 
61, 145, 39, 
62, 157, 75, 
63, 0, 49, 
64, 43, 197, 
65, 161, 147, 
66, 164, 134, 
67, 15, 120, 
68, 11, 59, 
69, 172, 130, 
70, 138, 61, 
71, 96, 60, 
72, 5, 138, 
73, 60, 23, 
74, 83, 154, 
75, 120, 194, 
76, 38, 176, 
77, 132, 13, 
78, 70, 94, 
79, 124, 196, 
80, 123, 86, 
81, 59, 5, 
82, 111, 70, 
83, 167, 146, 
84, 175, 21, 
85, 4, 57, 
86, 173, 128, 
87, 182, 110, 
88, 110, 26, 
89, 127, 119, 
90, 101, 195, 
91, 181, 10, 
92, 84, 97, 
93, 24, 100, 
94, 45, 111, 
95, 114, 143, 
96, 56, 113, 
97, 23, 51, 
98, 160, 122, 
99, 153, 81, 
100, 36, 114, 
101, 81, 35, 
102, 50, 69, 
103, 12, 91, 
104, 174, 71, 
105, 190, 124, 
106, 149, 93, 
107, 77, 52, 
108, 106, 109, 
109, 62, 63, 
110, 78, 15, 
111, 141, 186, 
112, 65, 105, 
113, 152, 36, 
114, 6, 153, 
115, 176, 198, 
116, 143, 135, 
117, 192, 127, 
118, 39, 172, 
119, 194, 22, 
120, 169, 45, 
121, 189, 27, 
122, 58, 30, 
123, 107, 177, 
124, 148, 28, 
125, 86, 89, 
126, 7, 24, 
127, 55, 83, 
128, 9, 88, 
129, 131, 62, 
130, 191, 0, 
131, 103, 164, 
132, 94, 3, 
133, 115, 74, 
134, 165, 170, 
135, 137, 126, 
136, 74, 106, 
137, 3, 102, 
138, 146, 6, 
139, 168, 101, 
140, 196, 25, 
141, 147, 99, 
142, 104, 129, 
143, 35, 19, 
144, 51, 136, 
145, 116, 150, 
146, 185, 96, 
147, 183, 192, 
148, 92, 66, 
149, 100, 131, 
150, 1, 40, 
151, 90, 156, 
152, 150, 174, 
153, 30, 155, 
154, 128, 2, 
155, 33, 8, 
156, 82, 115, 
157, 180, 79, 
158, 159, 188, 
159, 85, 166, 
160, 32, 179, 
161, 136, 162, 
162, 121, 11, 
163, 13, 117, 
164, 197, 107, 
165, 193, 58, 
166, 144, 34, 
167, 14, 78, 
168, 19, 112, 
169, 198, 103, 
170, 42, 125, 
171, 171, 157, 
172, 109, 199, 
173, 21, 184, 
174, 187, 141, 
175, 46, 180, 
176, 184, 68, 
177, 53, 139, 
178, 133, 56, 
179, 140, 47, 
180, 199, 37, 
181, 178, 193, 
182, 118, 151, 
183, 26, 77, 
184, 17, 178, 
185, 20, 55, 
186, 186, 85, 
187, 99, 7, 
188, 49, 82, 
189, 68, 84, 
190, 177, 163, 
191, 31, 142, 
192, 126, 53, 
193, 105, 16, 
194, 16, 64, 
195, 64, 48, 
196, 79, 148, 
197, 134, 149, 
198, 162, 123, 
199, 98, 132, 
