nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 173, 25, 
1, 38, 93, 
2, 97, 178, 
3, 191, 46, 
4, 179, 47, 
5, 126, 151, 
6, 70, 141, 
7, 80, 37, 
8, 187, 102, 
9, 90, 161, 
10, 49, 16, 
11, 76, 76, 
12, 184, 156, 
13, 13, 113, 
14, 44, 13, 
15, 33, 59, 
16, 132, 62, 
17, 83, 40, 
18, 91, 164, 
19, 82, 96, 
20, 74, 152, 
21, 35, 67, 
22, 32, 130, 
23, 156, 126, 
24, 141, 122, 
25, 166, 128, 
26, 199, 174, 
27, 115, 195, 
28, 143, 75, 
29, 116, 145, 
30, 112, 79, 
31, 55, 42, 
32, 57, 196, 
33, 113, 54, 
34, 171, 18, 
35, 149, 116, 
36, 117, 7, 
37, 109, 22, 
38, 163, 101, 
39, 94, 160, 
40, 30, 142, 
41, 58, 109, 
42, 120, 35, 
43, 118, 94, 
44, 111, 103, 
45, 26, 110, 
46, 161, 189, 
47, 88, 129, 
48, 95, 8, 
49, 147, 107, 
50, 176, 88, 
51, 9, 114, 
52, 40, 192, 
53, 11, 72, 
54, 84, 66, 
55, 134, 168, 
56, 137, 33, 
57, 114, 133, 
58, 86, 44, 
59, 182, 149, 
60, 87, 24, 
61, 152, 177, 
62, 99, 117, 
63, 71, 127, 
64, 64, 87, 
65, 27, 38, 
66, 75, 10, 
67, 78, 28, 
68, 24, 56, 
69, 172, 187, 
70, 178, 68, 
71, 65, 29, 
72, 43, 43, 
73, 196, 55, 
74, 159, 12, 
75, 128, 184, 
76, 36, 144, 
77, 56, 118, 
78, 193, 153, 
79, 160, 137, 
80, 28, 99, 
81, 79, 78, 
82, 162, 49, 
83, 98, 89, 
84, 54, 9, 
85, 131, 104, 
86, 119, 115, 
87, 107, 136, 
88, 34, 194, 
89, 37, 1, 
90, 1, 169, 
91, 168, 98, 
92, 73, 85, 
93, 129, 199, 
94, 29, 3, 
95, 130, 51, 
96, 53, 158, 
97, 51, 175, 
98, 16, 84, 
99, 100, 5, 
100, 102, 74, 
101, 8, 123, 
102, 175, 21, 
103, 155, 31, 
104, 106, 135, 
105, 2, 70, 
106, 104, 166, 
107, 22, 20, 
108, 170, 14, 
109, 60, 112, 
110, 105, 80, 
111, 12, 173, 
112, 14, 61, 
113, 66, 60, 
114, 96, 30, 
115, 150, 143, 
116, 153, 50, 
117, 15, 197, 
118, 138, 119, 
119, 188, 170, 
120, 194, 19, 
121, 198, 81, 
122, 25, 183, 
123, 127, 121, 
124, 92, 171, 
125, 146, 146, 
126, 174, 36, 
127, 165, 92, 
128, 72, 97, 
129, 20, 154, 
130, 41, 4, 
131, 45, 157, 
132, 5, 71, 
133, 31, 181, 
134, 144, 185, 
135, 158, 69, 
136, 17, 83, 
137, 7, 106, 
138, 85, 105, 
139, 140, 82, 
140, 125, 140, 
141, 192, 32, 
142, 48, 188, 
143, 142, 64, 
144, 69, 180, 
145, 39, 39, 
146, 101, 63, 
147, 46, 108, 
148, 3, 138, 
149, 10, 15, 
150, 0, 95, 
151, 42, 91, 
152, 89, 132, 
153, 21, 90, 
154, 123, 159, 
155, 59, 27, 
156, 81, 139, 
157, 157, 57, 
158, 195, 150, 
159, 63, 58, 
160, 110, 34, 
161, 136, 162, 
162, 23, 120, 
163, 47, 0, 
164, 93, 147, 
165, 148, 48, 
166, 124, 124, 
167, 186, 23, 
168, 19, 65, 
169, 61, 155, 
170, 169, 165, 
171, 181, 6, 
172, 135, 77, 
173, 189, 198, 
174, 68, 2, 
175, 50, 167, 
176, 164, 134, 
177, 122, 191, 
178, 133, 179, 
179, 154, 193, 
180, 18, 125, 
181, 4, 111, 
182, 62, 190, 
183, 190, 172, 
184, 67, 176, 
185, 77, 73, 
186, 180, 186, 
187, 183, 131, 
188, 185, 148, 
189, 151, 45, 
190, 139, 41, 
191, 167, 86, 
192, 103, 17, 
193, 108, 26, 
194, 121, 163, 
195, 177, 53, 
196, 145, 52, 
197, 197, 11, 
198, 52, 182, 
199, 6, 100, 
