nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 15, 143, 
1, 21, 104, 
2, 192, 100, 
3, 128, 78, 
4, 196, 190, 
5, 1, 35, 
6, 142, 99, 
7, 50, 2, 
8, 57, 102, 
9, 60, 142, 
10, 71, 122, 
11, 36, 0, 
12, 136, 147, 
13, 181, 105, 
14, 85, 165, 
15, 3, 51, 
16, 131, 140, 
17, 119, 176, 
18, 154, 112, 
19, 151, 127, 
20, 103, 20, 
21, 77, 167, 
22, 194, 66, 
23, 198, 45, 
24, 72, 74, 
25, 79, 50, 
26, 39, 77, 
27, 127, 83, 
28, 91, 133, 
29, 73, 145, 
30, 96, 23, 
31, 2, 4, 
32, 150, 196, 
33, 155, 57, 
34, 41, 69, 
35, 101, 87, 
36, 26, 65, 
37, 109, 64, 
38, 118, 164, 
39, 78, 195, 
40, 30, 184, 
41, 166, 191, 
42, 54, 107, 
43, 137, 94, 
44, 168, 9, 
45, 126, 110, 
46, 31, 96, 
47, 165, 76, 
48, 67, 146, 
49, 195, 153, 
50, 48, 137, 
51, 115, 198, 
52, 84, 52, 
53, 11, 24, 
54, 81, 32, 
55, 59, 41, 
56, 5, 3, 
57, 176, 144, 
58, 123, 157, 
59, 61, 39, 
60, 92, 189, 
61, 20, 106, 
62, 24, 138, 
63, 107, 33, 
64, 187, 118, 
65, 108, 16, 
66, 75, 88, 
67, 149, 28, 
68, 143, 119, 
69, 69, 13, 
70, 141, 172, 
71, 189, 178, 
72, 179, 150, 
73, 65, 59, 
74, 159, 117, 
75, 145, 187, 
76, 156, 49, 
77, 64, 125, 
78, 153, 34, 
79, 124, 38, 
80, 87, 103, 
81, 37, 101, 
82, 148, 62, 
83, 184, 81, 
84, 125, 90, 
85, 63, 182, 
86, 193, 43, 
87, 7, 73, 
88, 89, 7, 
89, 105, 1, 
90, 197, 42, 
91, 0, 10, 
92, 106, 22, 
93, 93, 31, 
94, 18, 128, 
95, 90, 25, 
96, 120, 91, 
97, 10, 120, 
98, 162, 12, 
99, 13, 116, 
100, 175, 70, 
101, 23, 82, 
102, 163, 180, 
103, 66, 113, 
104, 170, 135, 
105, 16, 84, 
106, 134, 168, 
107, 32, 175, 
108, 17, 71, 
109, 62, 93, 
110, 122, 86, 
111, 146, 173, 
112, 70, 123, 
113, 14, 85, 
114, 88, 131, 
115, 190, 193, 
116, 138, 151, 
117, 132, 26, 
118, 42, 54, 
119, 98, 155, 
120, 45, 148, 
121, 58, 179, 
122, 34, 30, 
123, 8, 89, 
124, 74, 95, 
125, 130, 55, 
126, 104, 18, 
127, 147, 170, 
128, 191, 48, 
129, 51, 60, 
130, 83, 130, 
131, 114, 134, 
132, 116, 46, 
133, 161, 181, 
134, 144, 158, 
135, 186, 97, 
136, 102, 68, 
137, 178, 63, 
138, 174, 139, 
139, 140, 124, 
140, 177, 156, 
141, 19, 114, 
142, 183, 171, 
143, 68, 121, 
144, 56, 177, 
145, 28, 17, 
146, 99, 185, 
147, 38, 58, 
148, 52, 36, 
149, 94, 161, 
150, 169, 108, 
151, 171, 166, 
152, 55, 163, 
153, 35, 136, 
154, 180, 159, 
155, 82, 188, 
156, 157, 126, 
157, 40, 199, 
158, 4, 115, 
159, 188, 154, 
160, 135, 141, 
161, 22, 162, 
162, 76, 75, 
163, 47, 56, 
164, 80, 21, 
165, 164, 111, 
166, 152, 15, 
167, 86, 183, 
168, 100, 92, 
169, 121, 194, 
170, 27, 29, 
171, 112, 79, 
172, 172, 98, 
173, 6, 67, 
174, 46, 37, 
175, 185, 109, 
176, 95, 186, 
177, 9, 44, 
178, 97, 80, 
179, 139, 53, 
180, 29, 197, 
181, 199, 6, 
182, 33, 149, 
183, 49, 72, 
184, 111, 8, 
185, 117, 27, 
186, 25, 40, 
187, 53, 129, 
188, 129, 11, 
189, 173, 47, 
190, 110, 174, 
191, 12, 61, 
192, 158, 19, 
193, 113, 14, 
194, 133, 132, 
195, 167, 192, 
196, 182, 5, 
197, 160, 160, 
198, 43, 169, 
199, 44, 152, 
