nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 37, 156, 
1, 79, 63, 
2, 7, 60, 
3, 15, 120, 
4, 190, 126, 
5, 92, 59, 
6, 23, 12, 
7, 123, 21, 
8, 183, 155, 
9, 124, 111, 
10, 20, 10, 
11, 114, 34, 
12, 67, 14, 
13, 149, 150, 
14, 169, 162, 
15, 0, 23, 
16, 116, 173, 
17, 55, 65, 
18, 26, 144, 
19, 43, 115, 
20, 148, 171, 
21, 76, 193, 
22, 59, 157, 
23, 50, 43, 
24, 72, 75, 
25, 110, 0, 
26, 179, 164, 
27, 82, 161, 
28, 24, 124, 
29, 144, 83, 
30, 46, 42, 
31, 141, 181, 
32, 106, 107, 
33, 17, 94, 
34, 111, 88, 
35, 174, 79, 
36, 165, 72, 
37, 137, 82, 
38, 6, 191, 
39, 83, 48, 
40, 94, 148, 
41, 86, 100, 
42, 134, 199, 
43, 199, 39, 
44, 164, 33, 
45, 18, 165, 
46, 63, 179, 
47, 175, 89, 
48, 19, 110, 
49, 80, 16, 
50, 131, 91, 
51, 140, 186, 
52, 40, 81, 
53, 176, 28, 
54, 117, 36, 
55, 136, 130, 
56, 28, 29, 
57, 191, 85, 
58, 77, 106, 
59, 60, 153, 
60, 173, 122, 
61, 135, 90, 
62, 27, 55, 
63, 158, 167, 
64, 184, 141, 
65, 14, 98, 
66, 99, 129, 
67, 69, 128, 
68, 73, 154, 
69, 74, 76, 
70, 157, 47, 
71, 195, 45, 
72, 156, 143, 
73, 146, 114, 
74, 91, 78, 
75, 68, 15, 
76, 185, 135, 
77, 13, 68, 
78, 49, 158, 
79, 52, 139, 
80, 166, 40, 
81, 193, 151, 
82, 33, 127, 
83, 54, 180, 
84, 109, 67, 
85, 130, 4, 
86, 187, 178, 
87, 88, 104, 
88, 198, 169, 
89, 120, 125, 
90, 104, 182, 
91, 42, 140, 
92, 177, 22, 
93, 154, 54, 
94, 21, 142, 
95, 4, 58, 
96, 12, 136, 
97, 32, 1, 
98, 186, 17, 
99, 45, 77, 
100, 162, 87, 
101, 181, 32, 
102, 161, 38, 
103, 122, 101, 
104, 41, 64, 
105, 197, 66, 
106, 64, 31, 
107, 121, 132, 
108, 172, 185, 
109, 128, 73, 
110, 22, 174, 
111, 30, 53, 
112, 127, 49, 
113, 56, 138, 
114, 11, 41, 
115, 38, 188, 
116, 163, 44, 
117, 129, 113, 
118, 126, 35, 
119, 107, 187, 
120, 102, 18, 
121, 1, 116, 
122, 115, 175, 
123, 85, 20, 
124, 112, 8, 
125, 132, 134, 
126, 66, 196, 
127, 133, 93, 
128, 196, 145, 
129, 51, 152, 
130, 78, 84, 
131, 138, 24, 
132, 168, 123, 
133, 108, 108, 
134, 100, 133, 
135, 53, 46, 
136, 10, 117, 
137, 84, 119, 
138, 75, 92, 
139, 61, 95, 
140, 170, 7, 
141, 8, 96, 
142, 194, 62, 
143, 143, 166, 
144, 44, 170, 
145, 178, 2, 
146, 90, 147, 
147, 16, 99, 
148, 87, 86, 
149, 105, 177, 
150, 151, 183, 
151, 25, 56, 
152, 147, 74, 
153, 89, 189, 
154, 58, 37, 
155, 93, 102, 
156, 145, 163, 
157, 160, 13, 
158, 189, 80, 
159, 113, 61, 
160, 152, 184, 
161, 153, 109, 
162, 48, 131, 
163, 125, 25, 
164, 47, 105, 
165, 167, 6, 
166, 62, 172, 
167, 159, 195, 
168, 142, 118, 
169, 9, 168, 
170, 139, 71, 
171, 31, 137, 
172, 171, 190, 
173, 103, 11, 
174, 29, 30, 
175, 3, 160, 
176, 2, 19, 
177, 71, 5, 
178, 96, 198, 
179, 95, 3, 
180, 36, 146, 
181, 34, 192, 
182, 35, 52, 
183, 97, 97, 
184, 5, 194, 
185, 192, 112, 
186, 180, 159, 
187, 65, 9, 
188, 70, 51, 
189, 155, 69, 
190, 57, 57, 
191, 118, 103, 
192, 150, 26, 
193, 39, 176, 
194, 188, 121, 
195, 182, 149, 
196, 101, 70, 
197, 119, 197, 
198, 98, 27, 
199, 81, 50, 
