nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 10, 25, 
1, 45, 41, 
2, 6, 12, 
3, 38, 40, 
4, 48, 38, 
5, 26, 1, 
6, 35, 8, 
7, 33, 43, 
8, 1, 2, 
9, 43, 7, 
10, 11, 16, 
11, 28, 20, 
12, 39, 47, 
13, 15, 42, 
14, 44, 3, 
15, 29, 15, 
16, 46, 45, 
17, 49, 18, 
18, 0, 22, 
19, 17, 27, 
20, 41, 21, 
21, 19, 26, 
22, 13, 31, 
23, 20, 28, 
24, 27, 14, 
25, 21, 49, 
26, 7, 5, 
27, 25, 34, 
28, 30, 39, 
29, 24, 37, 
30, 37, 11, 
31, 3, 33, 
32, 4, 32, 
33, 14, 23, 
34, 2, 35, 
35, 9, 13, 
36, 18, 19, 
37, 42, 10, 
38, 22, 24, 
39, 8, 6, 
40, 32, 9, 
41, 47, 4, 
42, 12, 29, 
43, 40, 44, 
44, 31, 17, 
45, 34, 36, 
46, 16, 30, 
47, 5, 46, 
48, 23, 0, 
49, 36, 48, 
