nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 40, 15, 
1, 31, 22, 
2, 30, 33, 
3, 0, 29, 
4, 29, 10, 
5, 49, 12, 
6, 39, 13, 
7, 1, 2, 
8, 20, 35, 
9, 43, 1, 
10, 46, 16, 
11, 25, 19, 
12, 17, 0, 
13, 26, 9, 
14, 21, 44, 
15, 38, 47, 
16, 33, 37, 
17, 11, 21, 
18, 9, 25, 
19, 24, 31, 
20, 6, 49, 
21, 27, 30, 
22, 23, 24, 
23, 12, 45, 
24, 32, 38, 
25, 3, 20, 
26, 18, 43, 
27, 22, 5, 
28, 19, 48, 
29, 5, 8, 
30, 2, 42, 
31, 10, 34, 
32, 28, 32, 
33, 48, 23, 
34, 35, 4, 
35, 4, 18, 
36, 41, 3, 
37, 42, 14, 
38, 34, 17, 
39, 8, 40, 
40, 15, 46, 
41, 45, 36, 
42, 37, 7, 
43, 14, 26, 
44, 7, 6, 
45, 47, 28, 
46, 16, 39, 
47, 44, 27, 
48, 36, 41, 
49, 13, 11, 
