nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 40, 8, 
1, 26, 14, 
2, 6, 12, 
3, 34, 46, 
4, 27, 38, 
5, 4, 17, 
6, 24, 23, 
7, 1, 5, 
8, 46, 35, 
9, 43, 7, 
10, 11, 41, 
11, 25, 31, 
12, 17, 47, 
13, 20, 42, 
14, 44, 20, 
15, 29, 13, 
16, 30, 2, 
17, 0, 21, 
18, 47, 44, 
19, 19, 27, 
20, 15, 1, 
21, 35, 34, 
22, 45, 10, 
23, 7, 28, 
24, 48, 15, 
25, 16, 39, 
26, 22, 32, 
27, 28, 49, 
28, 9, 48, 
29, 13, 43, 
30, 37, 11, 
31, 3, 33, 
32, 31, 36, 
33, 14, 3, 
34, 39, 25, 
35, 12, 18, 
36, 18, 19, 
37, 38, 37, 
38, 49, 40, 
39, 8, 6, 
40, 32, 9, 
41, 10, 45, 
42, 2, 26, 
43, 41, 24, 
44, 33, 4, 
45, 42, 29, 
46, 21, 30, 
47, 5, 22, 
48, 23, 0, 
49, 36, 16, 
