nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 13, 23, 
1, 33, 20, 
2, 11, 12, 
3, 2, 40, 
4, 3, 31, 
5, 20, 49, 
6, 30, 41, 
7, 9, 35, 
8, 28, 19, 
9, 43, 45, 
10, 26, 16, 
11, 6, 32, 
12, 17, 47, 
13, 10, 42, 
14, 44, 34, 
15, 29, 15, 
16, 0, 21, 
17, 22, 28, 
18, 31, 7, 
19, 39, 30, 
20, 42, 36, 
21, 27, 24, 
22, 37, 26, 
23, 4, 1, 
24, 1, 22, 
25, 35, 3, 
26, 16, 18, 
27, 40, 13, 
28, 25, 11, 
29, 45, 5, 
30, 21, 27, 
31, 47, 10, 
32, 34, 43, 
33, 7, 48, 
34, 23, 25, 
35, 19, 38, 
36, 18, 33, 
37, 48, 37, 
38, 49, 44, 
39, 8, 17, 
40, 32, 9, 
41, 14, 2, 
42, 46, 46, 
43, 36, 14, 
44, 15, 6, 
45, 12, 29, 
46, 41, 0, 
47, 38, 4, 
48, 24, 39, 
49, 5, 8, 
