nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 13, 26, 
1, 26, 20, 
2, 25, 12, 
3, 0, 9, 
4, 16, 32, 
5, 20, 19, 
6, 15, 8, 
7, 36, 4, 
8, 35, 35, 
9, 43, 7, 
10, 11, 10, 
11, 6, 31, 
12, 17, 47, 
13, 44, 42, 
14, 21, 49, 
15, 29, 0, 
16, 33, 46, 
17, 7, 2, 
18, 2, 22, 
19, 19, 27, 
20, 24, 40, 
21, 37, 23, 
22, 48, 36, 
23, 30, 45, 
24, 27, 15, 
25, 45, 24, 
26, 5, 28, 
27, 49, 13, 
28, 39, 11, 
29, 18, 48, 
30, 31, 37, 
31, 3, 33, 
32, 28, 5, 
33, 14, 38, 
34, 10, 3, 
35, 41, 18, 
36, 1, 14, 
37, 22, 30, 
38, 4, 34, 
39, 8, 6, 
40, 32, 1, 
41, 47, 25, 
42, 9, 16, 
43, 40, 39, 
44, 12, 17, 
45, 34, 29, 
46, 46, 44, 
47, 38, 43, 
48, 42, 41, 
49, 23, 21, 
