nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 48, 23, 
1, 26, 29, 
2, 6, 12, 
3, 0, 27, 
4, 44, 38, 
5, 49, 49, 
6, 31, 15, 
7, 33, 1, 
8, 42, 16, 
9, 43, 7, 
10, 11, 41, 
11, 28, 3, 
12, 39, 36, 
13, 20, 42, 
14, 29, 34, 
15, 27, 0, 
16, 46, 47, 
17, 22, 5, 
18, 34, 10, 
19, 19, 20, 
20, 15, 17, 
21, 38, 26, 
22, 13, 14, 
23, 7, 28, 
24, 37, 18, 
25, 45, 22, 
26, 16, 6, 
27, 30, 13, 
28, 5, 11, 
29, 24, 2, 
30, 10, 37, 
31, 3, 33, 
32, 25, 32, 
33, 14, 31, 
34, 12, 21, 
35, 41, 45, 
36, 18, 19, 
37, 35, 24, 
38, 4, 40, 
39, 8, 35, 
40, 32, 9, 
41, 47, 25, 
42, 2, 46, 
43, 40, 44, 
44, 1, 4, 
45, 9, 8, 
46, 21, 30, 
47, 17, 43, 
48, 23, 39, 
49, 36, 48, 
