nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 48, 3, 
1, 26, 31, 
2, 7, 12, 
3, 11, 46, 
4, 44, 38, 
5, 49, 13, 
6, 35, 14, 
7, 33, 1, 
8, 42, 35, 
9, 43, 7, 
10, 0, 16, 
11, 6, 29, 
12, 17, 47, 
13, 20, 42, 
14, 40, 41, 
15, 29, 0, 
16, 46, 45, 
17, 22, 15, 
18, 34, 10, 
19, 39, 27, 
20, 24, 4, 
21, 27, 24, 
22, 13, 8, 
23, 30, 5, 
24, 38, 28, 
25, 45, 22, 
26, 16, 43, 
27, 28, 49, 
28, 5, 11, 
29, 15, 2, 
30, 9, 36, 
31, 3, 33, 
32, 31, 32, 
33, 14, 23, 
34, 37, 21, 
35, 41, 34, 
36, 18, 19, 
37, 25, 37, 
38, 4, 17, 
39, 8, 6, 
40, 32, 9, 
41, 47, 25, 
42, 2, 26, 
43, 19, 44, 
44, 1, 40, 
45, 12, 20, 
46, 21, 30, 
47, 10, 18, 
48, 23, 39, 
49, 36, 48, 
