nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 20, 3, 
1, 23, 4, 
2, 25, 33, 
3, 38, 48, 
4, 32, 9, 
5, 3, 47, 
6, 17, 29, 
7, 24, 23, 
8, 8, 14, 
9, 45, 19, 
10, 34, 49, 
11, 36, 25, 
12, 49, 20, 
13, 43, 7, 
14, 33, 1, 
15, 10, 45, 
16, 12, 22, 
17, 2, 13, 
18, 4, 24, 
19, 28, 38, 
20, 48, 0, 
21, 21, 11, 
22, 37, 6, 
23, 42, 17, 
24, 16, 18, 
25, 30, 39, 
26, 14, 15, 
27, 35, 34, 
28, 31, 28, 
29, 46, 37, 
30, 27, 26, 
31, 11, 44, 
32, 0, 31, 
33, 7, 46, 
34, 41, 2, 
35, 29, 10, 
36, 1, 12, 
37, 47, 5, 
38, 5, 41, 
39, 19, 42, 
40, 15, 21, 
41, 22, 40, 
42, 13, 32, 
43, 40, 27, 
44, 6, 43, 
45, 18, 8, 
46, 26, 30, 
47, 44, 36, 
48, 39, 35, 
49, 9, 16, 
