nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 24, 32, 
1, 33, 20, 
2, 11, 12, 
3, 2, 40, 
4, 3, 31, 
5, 20, 22, 
6, 30, 39, 
7, 9, 35, 
8, 28, 19, 
9, 43, 45, 
10, 26, 16, 
11, 6, 34, 
12, 17, 36, 
13, 10, 42, 
14, 44, 48, 
15, 16, 15, 
16, 0, 21, 
17, 22, 28, 
18, 31, 26, 
19, 39, 30, 
20, 47, 47, 
21, 27, 24, 
22, 37, 44, 
23, 4, 1, 
24, 1, 49, 
25, 35, 3, 
26, 13, 18, 
27, 7, 13, 
28, 25, 11, 
29, 45, 5, 
30, 21, 27, 
31, 42, 10, 
32, 48, 43, 
33, 14, 8, 
34, 23, 25, 
35, 19, 38, 
36, 18, 23, 
37, 34, 37, 
38, 49, 7, 
39, 8, 17, 
40, 32, 9, 
41, 40, 2, 
42, 46, 46, 
43, 36, 14, 
44, 15, 6, 
45, 12, 29, 
46, 41, 0, 
47, 38, 4, 
48, 29, 41, 
49, 5, 33, 
