nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 6, 24, 
1, 36, 15, 
2, 20, 12, 
3, 24, 40, 
4, 29, 32, 
5, 39, 31, 
6, 45, 41, 
7, 28, 2, 
8, 8, 46, 
9, 42, 35, 
10, 37, 19, 
11, 1, 14, 
12, 17, 5, 
13, 4, 25, 
14, 16, 4, 
15, 31, 10, 
16, 7, 21, 
17, 15, 47, 
18, 46, 18, 
19, 44, 48, 
20, 2, 49, 
21, 27, 33, 
22, 0, 0, 
23, 33, 17, 
24, 10, 28, 
25, 9, 29, 
26, 18, 43, 
27, 22, 23, 
28, 48, 36, 
29, 32, 11, 
30, 34, 27, 
31, 43, 39, 
32, 11, 16, 
33, 38, 42, 
34, 23, 30, 
35, 12, 7, 
36, 26, 38, 
37, 41, 26, 
38, 14, 22, 
39, 13, 34, 
40, 30, 45, 
41, 47, 3, 
42, 25, 8, 
43, 21, 44, 
44, 40, 6, 
45, 35, 1, 
46, 49, 37, 
47, 19, 13, 
48, 5, 9, 
49, 3, 20, 
