nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 47, 21, 
1, 26, 28, 
2, 6, 12, 
3, 5, 29, 
4, 44, 38, 
5, 20, 13, 
6, 10, 23, 
7, 28, 45, 
8, 46, 32, 
9, 43, 7, 
10, 11, 8, 
11, 25, 14, 
12, 39, 2, 
13, 38, 42, 
14, 27, 36, 
15, 29, 15, 
16, 33, 46, 
17, 7, 5, 
18, 36, 44, 
19, 19, 27, 
20, 15, 49, 
21, 13, 31, 
22, 45, 39, 
23, 17, 43, 
24, 48, 35, 
25, 0, 3, 
26, 16, 40, 
27, 30, 17, 
28, 37, 48, 
29, 21, 22, 
30, 24, 37, 
31, 3, 33, 
32, 31, 18, 
33, 14, 0, 
34, 23, 20, 
35, 49, 47, 
36, 41, 19, 
37, 22, 30, 
38, 2, 1, 
39, 12, 4, 
40, 32, 9, 
41, 18, 25, 
42, 9, 16, 
43, 40, 24, 
44, 1, 6, 
45, 34, 41, 
46, 8, 34, 
47, 35, 11, 
48, 42, 10, 
49, 4, 26, 
