nbElements: 50
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 13, 21, 
1, 26, 31, 
2, 6, 12, 
3, 0, 27, 
4, 48, 38, 
5, 35, 13, 
6, 31, 14, 
7, 28, 45, 
8, 46, 35, 
9, 43, 7, 
10, 11, 1, 
11, 25, 3, 
12, 17, 47, 
13, 45, 42, 
14, 18, 36, 
15, 29, 43, 
16, 33, 46, 
17, 49, 18, 
18, 2, 24, 
19, 19, 41, 
20, 23, 40, 
21, 21, 8, 
22, 15, 19, 
23, 5, 49, 
24, 27, 5, 
25, 7, 22, 
26, 9, 0, 
27, 30, 39, 
28, 12, 48, 
29, 16, 32, 
30, 10, 37, 
31, 3, 33, 
32, 36, 28, 
33, 14, 23, 
34, 39, 20, 
35, 41, 2, 
36, 24, 15, 
37, 42, 30, 
38, 44, 17, 
39, 20, 6, 
40, 32, 9, 
41, 47, 25, 
42, 37, 16, 
43, 40, 44, 
44, 1, 4, 
45, 34, 29, 
46, 8, 34, 
47, 38, 11, 
48, 22, 10, 
49, 4, 26, 
