nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 118, 48, 
1, 16, 107, 
2, 181, 175, 
3, 33, 151, 
4, 183, 163, 
5, 136, 166, 
6, 28, 61, 
7, 175, 98, 
8, 98, 5, 
9, 62, 95, 
10, 24, 58, 
11, 138, 171, 
12, 176, 155, 
13, 77, 86, 
14, 111, 156, 
15, 129, 40, 
16, 5, 73, 
17, 178, 173, 
18, 195, 134, 
19, 3, 28, 
20, 58, 170, 
21, 45, 101, 
22, 19, 1, 
23, 30, 105, 
24, 112, 149, 
25, 84, 117, 
26, 172, 129, 
27, 192, 43, 
28, 167, 92, 
29, 179, 162, 
30, 194, 157, 
31, 97, 25, 
32, 69, 59, 
33, 128, 136, 
34, 48, 192, 
35, 11, 37, 
36, 10, 194, 
37, 197, 120, 
38, 106, 90, 
39, 9, 51, 
40, 198, 124, 
41, 51, 176, 
42, 39, 45, 
43, 109, 33, 
44, 34, 11, 
45, 80, 77, 
46, 75, 75, 
47, 12, 13, 
48, 140, 29, 
49, 146, 85, 
50, 89, 53, 
51, 21, 79, 
52, 190, 52, 
53, 151, 103, 
54, 189, 67, 
55, 63, 91, 
56, 166, 30, 
57, 60, 137, 
58, 50, 185, 
59, 113, 35, 
60, 110, 148, 
61, 57, 9, 
62, 162, 144, 
63, 43, 180, 
64, 107, 122, 
65, 86, 177, 
66, 153, 39, 
67, 115, 184, 
68, 131, 195, 
69, 135, 115, 
70, 150, 99, 
71, 20, 183, 
72, 177, 31, 
73, 8, 22, 
74, 199, 178, 
75, 14, 110, 
76, 87, 139, 
77, 72, 133, 
78, 52, 2, 
79, 64, 127, 
80, 121, 189, 
81, 145, 167, 
82, 171, 164, 
83, 114, 196, 
84, 174, 118, 
85, 56, 131, 
86, 95, 26, 
87, 38, 57, 
88, 187, 82, 
89, 71, 198, 
90, 155, 84, 
91, 61, 187, 
92, 168, 23, 
93, 134, 126, 
94, 191, 161, 
95, 125, 64, 
96, 163, 147, 
97, 81, 65, 
98, 185, 20, 
99, 173, 128, 
100, 22, 158, 
101, 73, 140, 
102, 127, 74, 
103, 41, 21, 
104, 18, 104, 
105, 65, 8, 
106, 124, 76, 
107, 154, 68, 
108, 147, 44, 
109, 122, 100, 
110, 186, 41, 
111, 4, 89, 
112, 132, 193, 
113, 139, 6, 
114, 117, 169, 
115, 133, 182, 
116, 83, 10, 
117, 108, 19, 
118, 137, 0, 
119, 35, 34, 
120, 184, 132, 
121, 160, 87, 
122, 130, 38, 
123, 196, 138, 
124, 169, 16, 
125, 164, 179, 
126, 100, 130, 
127, 23, 125, 
128, 85, 121, 
129, 149, 199, 
130, 91, 72, 
131, 74, 142, 
132, 82, 7, 
133, 78, 47, 
134, 90, 83, 
135, 31, 111, 
136, 53, 69, 
137, 182, 49, 
138, 126, 80, 
139, 59, 190, 
140, 152, 94, 
141, 42, 123, 
142, 96, 145, 
143, 66, 141, 
144, 76, 17, 
145, 15, 106, 
146, 2, 186, 
147, 101, 197, 
148, 44, 114, 
149, 13, 93, 
150, 29, 172, 
151, 102, 62, 
152, 88, 135, 
153, 40, 159, 
154, 161, 113, 
155, 148, 15, 
156, 27, 109, 
157, 144, 78, 
158, 67, 27, 
159, 159, 32, 
160, 55, 168, 
161, 105, 112, 
162, 193, 24, 
163, 93, 36, 
164, 158, 54, 
165, 68, 46, 
166, 99, 66, 
167, 25, 81, 
168, 156, 150, 
169, 46, 152, 
170, 104, 18, 
171, 36, 14, 
172, 47, 160, 
173, 143, 12, 
174, 142, 96, 
175, 6, 174, 
176, 32, 88, 
177, 123, 42, 
178, 141, 146, 
179, 165, 56, 
180, 1, 60, 
181, 70, 181, 
182, 79, 4, 
183, 54, 116, 
184, 0, 154, 
185, 119, 71, 
186, 103, 55, 
187, 49, 63, 
188, 26, 50, 
189, 37, 108, 
190, 94, 3, 
191, 116, 102, 
192, 157, 165, 
193, 180, 188, 
194, 7, 70, 
195, 120, 119, 
196, 17, 153, 
197, 188, 143, 
198, 92, 97, 
199, 170, 191, 
