nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 94, 38, 
1, 11, 90, 
2, 135, 168, 
3, 144, 149, 
4, 101, 118, 
5, 184, 107, 
6, 38, 62, 
7, 78, 40, 
8, 148, 44, 
9, 140, 198, 
10, 114, 152, 
11, 147, 47, 
12, 153, 141, 
13, 145, 167, 
14, 150, 19, 
15, 98, 93, 
16, 141, 57, 
17, 110, 174, 
18, 61, 132, 
19, 62, 101, 
20, 77, 158, 
21, 194, 8, 
22, 186, 28, 
23, 130, 165, 
24, 37, 95, 
25, 23, 82, 
26, 10, 116, 
27, 149, 26, 
28, 154, 77, 
29, 171, 106, 
30, 92, 46, 
31, 108, 9, 
32, 84, 21, 
33, 173, 25, 
34, 111, 61, 
35, 161, 153, 
36, 189, 96, 
37, 51, 17, 
38, 163, 48, 
39, 56, 29, 
40, 31, 146, 
41, 131, 179, 
42, 72, 87, 
43, 14, 162, 
44, 158, 102, 
45, 102, 105, 
46, 25, 121, 
47, 195, 23, 
48, 34, 178, 
49, 162, 180, 
50, 179, 94, 
51, 7, 187, 
52, 66, 50, 
53, 119, 144, 
54, 90, 126, 
55, 76, 191, 
56, 182, 73, 
57, 151, 155, 
58, 180, 117, 
59, 124, 175, 
60, 17, 86, 
61, 187, 109, 
62, 164, 27, 
63, 67, 188, 
64, 121, 59, 
65, 122, 12, 
66, 88, 11, 
67, 0, 5, 
68, 47, 148, 
69, 86, 115, 
70, 28, 142, 
71, 54, 42, 
72, 177, 16, 
73, 87, 177, 
74, 181, 10, 
75, 69, 68, 
76, 170, 39, 
77, 139, 157, 
78, 2, 156, 
79, 29, 30, 
80, 193, 199, 
81, 9, 74, 
82, 168, 54, 
83, 73, 60, 
84, 5, 99, 
85, 128, 136, 
86, 3, 2, 
87, 190, 0, 
88, 159, 196, 
89, 93, 197, 
90, 49, 33, 
91, 142, 170, 
92, 196, 134, 
93, 192, 108, 
94, 176, 139, 
95, 178, 66, 
96, 143, 91, 
97, 53, 173, 
98, 198, 76, 
99, 21, 159, 
100, 126, 131, 
101, 134, 130, 
102, 109, 22, 
103, 104, 150, 
104, 45, 43, 
105, 132, 72, 
106, 68, 104, 
107, 113, 145, 
108, 146, 135, 
109, 137, 32, 
110, 75, 163, 
111, 71, 52, 
112, 89, 133, 
113, 106, 18, 
114, 50, 112, 
115, 8, 63, 
116, 58, 3, 
117, 185, 98, 
118, 59, 125, 
119, 83, 182, 
120, 60, 154, 
121, 30, 169, 
122, 74, 184, 
123, 165, 189, 
124, 64, 89, 
125, 133, 45, 
126, 13, 103, 
127, 32, 13, 
128, 117, 138, 
129, 115, 64, 
130, 156, 55, 
131, 138, 190, 
132, 95, 147, 
133, 1, 160, 
134, 12, 4, 
135, 65, 122, 
136, 43, 137, 
137, 19, 31, 
138, 46, 80, 
139, 24, 35, 
140, 160, 140, 
141, 125, 119, 
142, 33, 120, 
143, 169, 58, 
144, 42, 143, 
145, 107, 81, 
146, 6, 97, 
147, 20, 49, 
148, 15, 194, 
149, 103, 171, 
150, 112, 34, 
151, 123, 113, 
152, 44, 176, 
153, 35, 6, 
154, 100, 114, 
155, 22, 181, 
156, 16, 185, 
157, 172, 85, 
158, 188, 83, 
159, 27, 110, 
160, 167, 84, 
161, 175, 161, 
162, 129, 36, 
163, 26, 7, 
164, 85, 15, 
165, 105, 78, 
166, 166, 79, 
167, 155, 129, 
168, 152, 75, 
169, 191, 128, 
170, 183, 127, 
171, 36, 88, 
172, 40, 164, 
173, 136, 151, 
174, 120, 24, 
175, 55, 100, 
176, 39, 123, 
177, 96, 69, 
178, 118, 124, 
179, 79, 193, 
180, 199, 71, 
181, 157, 111, 
182, 63, 195, 
183, 4, 41, 
184, 116, 56, 
185, 41, 53, 
186, 18, 65, 
187, 82, 183, 
188, 57, 20, 
189, 48, 172, 
190, 91, 186, 
191, 97, 92, 
192, 99, 37, 
193, 52, 70, 
194, 197, 1, 
195, 127, 14, 
196, 174, 192, 
197, 70, 51, 
198, 80, 67, 
199, 81, 166, 
