nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 194, 38, 
1, 147, 90, 
2, 135, 31, 
3, 144, 149, 
4, 79, 84, 
5, 184, 112, 
6, 38, 62, 
7, 78, 40, 
8, 148, 44, 
9, 140, 198, 
10, 114, 25, 
11, 113, 0, 
12, 105, 141, 
13, 145, 167, 
14, 25, 19, 
15, 98, 93, 
16, 141, 57, 
17, 110, 174, 
18, 61, 132, 
19, 72, 101, 
20, 62, 158, 
21, 150, 8, 
22, 186, 179, 
23, 106, 165, 
24, 37, 95, 
25, 23, 82, 
26, 10, 116, 
27, 3, 26, 
28, 131, 77, 
29, 171, 106, 
30, 92, 46, 
31, 86, 9, 
32, 84, 21, 
33, 173, 193, 
34, 111, 61, 
35, 161, 153, 
36, 189, 96, 
37, 51, 163, 
38, 163, 48, 
39, 56, 29, 
40, 31, 146, 
41, 154, 6, 
42, 53, 87, 
43, 14, 162, 
44, 158, 155, 
45, 102, 105, 
46, 2, 121, 
47, 195, 23, 
48, 34, 175, 
49, 5, 180, 
50, 179, 47, 
51, 182, 187, 
52, 199, 50, 
53, 192, 32, 
54, 90, 130, 
55, 76, 191, 
56, 7, 73, 
57, 82, 103, 
58, 180, 117, 
59, 124, 122, 
60, 193, 86, 
61, 187, 109, 
62, 164, 27, 
63, 99, 188, 
64, 121, 59, 
65, 122, 12, 
66, 88, 11, 
67, 0, 85, 
68, 47, 148, 
69, 40, 115, 
70, 28, 142, 
71, 54, 42, 
72, 177, 119, 
73, 87, 177, 
74, 181, 10, 
75, 69, 68, 
76, 170, 39, 
77, 64, 157, 
78, 143, 20, 
79, 26, 30, 
80, 45, 199, 
81, 9, 74, 
82, 168, 54, 
83, 165, 60, 
84, 172, 99, 
85, 128, 136, 
86, 149, 2, 
87, 73, 94, 
88, 159, 196, 
89, 93, 197, 
90, 49, 33, 
91, 142, 107, 
92, 196, 134, 
93, 119, 108, 
94, 22, 139, 
95, 178, 66, 
96, 18, 91, 
97, 77, 173, 
98, 198, 76, 
99, 21, 140, 
100, 126, 131, 
101, 134, 70, 
102, 109, 22, 
103, 104, 150, 
104, 17, 43, 
105, 66, 72, 
106, 68, 104, 
107, 175, 145, 
108, 146, 135, 
109, 137, 152, 
110, 75, 97, 
111, 71, 52, 
112, 101, 133, 
113, 130, 18, 
114, 50, 127, 
115, 8, 63, 
116, 58, 3, 
117, 185, 98, 
118, 59, 125, 
119, 83, 190, 
120, 60, 154, 
121, 30, 169, 
122, 74, 184, 
123, 190, 189, 
124, 139, 89, 
125, 133, 45, 
126, 13, 102, 
127, 32, 13, 
128, 169, 138, 
129, 115, 64, 
130, 156, 55, 
131, 138, 182, 
132, 95, 147, 
133, 1, 160, 
134, 12, 4, 
135, 65, 178, 
136, 43, 137, 
137, 19, 168, 
138, 46, 80, 
139, 24, 35, 
140, 160, 159, 
141, 125, 16, 
142, 33, 123, 
143, 80, 58, 
144, 42, 143, 
145, 107, 81, 
146, 6, 17, 
147, 20, 49, 
148, 15, 37, 
149, 103, 171, 
150, 112, 34, 
151, 123, 113, 
152, 44, 176, 
153, 35, 28, 
154, 100, 114, 
155, 176, 181, 
156, 16, 185, 
157, 162, 5, 
158, 188, 83, 
159, 27, 129, 
160, 167, 118, 
161, 132, 161, 
162, 129, 36, 
163, 29, 7, 
164, 85, 15, 
165, 153, 78, 
166, 166, 79, 
167, 155, 110, 
168, 152, 75, 
169, 191, 128, 
170, 183, 144, 
171, 36, 88, 
172, 108, 164, 
173, 136, 151, 
174, 120, 24, 
175, 55, 100, 
176, 39, 120, 
177, 96, 69, 
178, 118, 124, 
179, 89, 170, 
180, 197, 71, 
181, 116, 111, 
182, 63, 195, 
183, 4, 41, 
184, 157, 56, 
185, 41, 53, 
186, 94, 65, 
187, 151, 183, 
188, 57, 156, 
189, 48, 172, 
190, 91, 186, 
191, 97, 92, 
192, 67, 194, 
193, 52, 126, 
194, 11, 1, 
195, 127, 14, 
196, 174, 192, 
197, 70, 51, 
198, 117, 67, 
199, 81, 166, 
