nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 18, 24, 
1, 0, 90, 
2, 60, 168, 
3, 7, 149, 
4, 24, 54, 
5, 148, 107, 
6, 132, 117, 
7, 78, 192, 
8, 177, 176, 
9, 120, 134, 
10, 185, 57, 
11, 12, 36, 
12, 14, 32, 
13, 53, 177, 
14, 43, 148, 
15, 161, 137, 
16, 141, 197, 
17, 135, 184, 
18, 54, 144, 
19, 27, 104, 
20, 169, 49, 
21, 111, 15, 
22, 100, 89, 
23, 30, 110, 
24, 28, 170, 
25, 23, 102, 
26, 66, 151, 
27, 164, 147, 
28, 26, 113, 
29, 86, 81, 
30, 145, 71, 
31, 122, 9, 
32, 192, 20, 
33, 5, 25, 
34, 194, 88, 
35, 42, 8, 
36, 19, 73, 
37, 51, 74, 
38, 25, 174, 
39, 38, 94, 
40, 31, 146, 
41, 199, 67, 
42, 162, 125, 
43, 3, 162, 
44, 124, 99, 
45, 58, 105, 
46, 33, 193, 
47, 183, 23, 
48, 62, 84, 
49, 84, 42, 
50, 97, 116, 
51, 46, 37, 
52, 47, 50, 
53, 119, 34, 
54, 165, 156, 
55, 8, 191, 
56, 49, 75, 
57, 4, 131, 
58, 50, 30, 
59, 44, 126, 
60, 102, 155, 
61, 152, 143, 
62, 189, 128, 
63, 98, 141, 
64, 170, 111, 
65, 70, 31, 
66, 92, 6, 
67, 1, 186, 
68, 64, 16, 
69, 193, 152, 
70, 9, 19, 
71, 131, 78, 
72, 173, 178, 
73, 117, 150, 
74, 144, 33, 
75, 69, 167, 
76, 171, 95, 
77, 139, 158, 
78, 186, 26, 
79, 82, 123, 
80, 195, 199, 
81, 41, 61, 
82, 168, 17, 
83, 16, 122, 
84, 127, 80, 
85, 180, 171, 
86, 105, 85, 
87, 68, 187, 
88, 159, 183, 
89, 93, 138, 
90, 116, 28, 
91, 89, 182, 
92, 109, 161, 
93, 140, 159, 
94, 112, 62, 
95, 125, 48, 
96, 129, 29, 
97, 73, 2, 
98, 113, 198, 
99, 174, 157, 
100, 106, 77, 
101, 22, 100, 
102, 96, 96, 
103, 115, 124, 
104, 149, 127, 
105, 123, 10, 
106, 167, 139, 
107, 118, 35, 
108, 146, 135, 
109, 138, 98, 
110, 90, 115, 
111, 71, 190, 
112, 137, 196, 
113, 6, 109, 
114, 35, 92, 
115, 21, 140, 
116, 48, 133, 
117, 76, 108, 
118, 114, 69, 
119, 34, 1, 
120, 158, 136, 
121, 191, 169, 
122, 136, 154, 
123, 39, 66, 
124, 172, 173, 
125, 17, 45, 
126, 67, 58, 
127, 32, 13, 
128, 94, 27, 
129, 133, 64, 
130, 156, 103, 
131, 160, 175, 
132, 182, 65, 
133, 184, 68, 
134, 11, 97, 
135, 101, 132, 
136, 155, 63, 
137, 74, 21, 
138, 128, 160, 
139, 63, 22, 
140, 85, 179, 
141, 59, 14, 
142, 37, 51, 
143, 13, 72, 
144, 45, 12, 
145, 130, 142, 
146, 79, 106, 
147, 20, 195, 
148, 83, 194, 
149, 103, 153, 
150, 176, 166, 
151, 187, 189, 
152, 88, 44, 
153, 61, 18, 
154, 110, 0, 
155, 55, 185, 
156, 87, 3, 
157, 72, 101, 
158, 81, 76, 
159, 179, 188, 
160, 181, 87, 
161, 95, 86, 
162, 142, 181, 
163, 29, 7, 
164, 107, 120, 
165, 36, 53, 
166, 154, 83, 
167, 188, 59, 
168, 166, 4, 
169, 2, 60, 
170, 143, 47, 
171, 153, 180, 
172, 190, 118, 
173, 15, 172, 
174, 99, 70, 
175, 126, 163, 
176, 198, 129, 
177, 121, 11, 
178, 80, 114, 
179, 147, 79, 
180, 10, 38, 
181, 157, 55, 
182, 134, 112, 
183, 75, 41, 
184, 108, 56, 
185, 77, 5, 
186, 163, 52, 
187, 150, 121, 
188, 57, 164, 
189, 196, 165, 
190, 91, 46, 
191, 56, 119, 
192, 40, 43, 
193, 52, 130, 
194, 197, 40, 
195, 175, 82, 
196, 178, 93, 
197, 65, 39, 
198, 104, 145, 
199, 151, 91, 
