nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 25, 125, 
1, 76, 178, 
2, 87, 191, 
3, 155, 185, 
4, 112, 137, 
5, 166, 121, 
6, 177, 80, 
7, 153, 184, 
8, 131, 198, 
9, 105, 148, 
10, 66, 152, 
11, 102, 52, 
12, 51, 138, 
13, 120, 197, 
14, 151, 151, 
15, 6, 56, 
16, 40, 63, 
17, 81, 73, 
18, 39, 162, 
19, 50, 117, 
20, 48, 94, 
21, 23, 91, 
22, 16, 129, 
23, 103, 62, 
24, 150, 168, 
25, 146, 189, 
26, 175, 89, 
27, 121, 194, 
28, 32, 15, 
29, 58, 102, 
30, 38, 41, 
31, 84, 171, 
32, 19, 87, 
33, 28, 49, 
34, 43, 126, 
35, 136, 21, 
36, 5, 97, 
37, 109, 17, 
38, 29, 82, 
39, 106, 0, 
40, 31, 132, 
41, 185, 118, 
42, 99, 190, 
43, 167, 55, 
44, 62, 165, 
45, 75, 13, 
46, 30, 113, 
47, 156, 35, 
48, 96, 7, 
49, 57, 65, 
50, 0, 31, 
51, 47, 134, 
52, 37, 105, 
53, 160, 161, 
54, 181, 133, 
55, 159, 107, 
56, 53, 61, 
57, 46, 157, 
58, 77, 188, 
59, 1, 196, 
60, 133, 144, 
61, 49, 78, 
62, 183, 18, 
63, 82, 71, 
64, 128, 51, 
65, 179, 111, 
66, 170, 60, 
67, 163, 186, 
68, 72, 116, 
69, 107, 127, 
70, 11, 155, 
71, 85, 119, 
72, 97, 192, 
73, 191, 153, 
74, 143, 199, 
75, 132, 169, 
76, 24, 177, 
77, 193, 20, 
78, 20, 172, 
79, 194, 25, 
80, 115, 179, 
81, 144, 79, 
82, 139, 158, 
83, 129, 85, 
84, 55, 88, 
85, 98, 195, 
86, 122, 108, 
87, 147, 72, 
88, 104, 123, 
89, 3, 124, 
90, 138, 43, 
91, 142, 156, 
92, 182, 149, 
93, 13, 14, 
94, 65, 175, 
95, 18, 145, 
96, 52, 99, 
97, 172, 146, 
98, 164, 187, 
99, 56, 84, 
100, 141, 1, 
101, 190, 76, 
102, 117, 68, 
103, 67, 128, 
104, 35, 166, 
105, 79, 109, 
106, 80, 34, 
107, 197, 106, 
108, 90, 40, 
109, 60, 103, 
110, 92, 12, 
111, 152, 8, 
112, 54, 154, 
113, 21, 193, 
114, 61, 182, 
115, 135, 5, 
116, 111, 86, 
117, 94, 47, 
118, 41, 19, 
119, 168, 141, 
120, 15, 37, 
121, 88, 2, 
122, 101, 38, 
123, 130, 112, 
124, 171, 101, 
125, 113, 163, 
126, 116, 16, 
127, 45, 143, 
128, 126, 136, 
129, 114, 11, 
130, 108, 57, 
131, 176, 46, 
132, 137, 77, 
133, 199, 4, 
134, 2, 100, 
135, 173, 45, 
136, 34, 44, 
137, 118, 66, 
138, 125, 59, 
139, 124, 67, 
140, 10, 6, 
141, 95, 110, 
142, 154, 135, 
143, 162, 140, 
144, 165, 27, 
145, 7, 36, 
146, 44, 160, 
147, 33, 159, 
148, 59, 104, 
149, 119, 93, 
150, 68, 114, 
151, 123, 39, 
152, 42, 130, 
153, 12, 131, 
154, 174, 180, 
155, 74, 32, 
156, 4, 174, 
157, 70, 58, 
158, 187, 42, 
159, 192, 23, 
160, 169, 164, 
161, 27, 75, 
162, 188, 50, 
163, 127, 183, 
164, 93, 176, 
165, 196, 92, 
166, 134, 22, 
167, 17, 95, 
168, 178, 26, 
169, 71, 74, 
170, 158, 83, 
171, 69, 139, 
172, 189, 3, 
173, 110, 122, 
174, 180, 96, 
175, 9, 53, 
176, 26, 173, 
177, 184, 170, 
178, 195, 28, 
179, 140, 10, 
180, 63, 147, 
181, 86, 9, 
182, 78, 142, 
183, 64, 24, 
184, 73, 64, 
185, 148, 33, 
186, 91, 29, 
187, 157, 30, 
188, 198, 115, 
189, 149, 167, 
190, 100, 150, 
191, 186, 98, 
192, 22, 120, 
193, 14, 48, 
194, 89, 70, 
195, 36, 81, 
196, 8, 90, 
197, 83, 54, 
198, 145, 181, 
199, 161, 69, 
