nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 18, 24, 
1, 110, 29, 
2, 151, 168, 
3, 161, 144, 
4, 24, 54, 
5, 78, 158, 
6, 188, 117, 
7, 30, 170, 
8, 177, 176, 
9, 120, 134, 
10, 168, 2, 
11, 185, 33, 
12, 62, 4, 
13, 132, 99, 
14, 43, 143, 
15, 0, 137, 
16, 141, 197, 
17, 178, 184, 
18, 22, 149, 
19, 13, 110, 
20, 169, 49, 
21, 111, 79, 
22, 100, 56, 
23, 49, 129, 
24, 28, 183, 
25, 23, 55, 
26, 66, 151, 
27, 164, 138, 
28, 26, 188, 
29, 174, 81, 
30, 104, 39, 
31, 148, 9, 
32, 72, 152, 
33, 152, 25, 
34, 38, 88, 
35, 42, 15, 
36, 19, 128, 
37, 51, 126, 
38, 25, 174, 
39, 139, 94, 
40, 31, 146, 
41, 154, 67, 
42, 162, 59, 
43, 3, 162, 
44, 124, 177, 
45, 58, 105, 
46, 33, 193, 
47, 6, 124, 
48, 182, 84, 
49, 84, 42, 
50, 97, 116, 
51, 125, 37, 
52, 47, 50, 
53, 189, 32, 
54, 199, 156, 
55, 121, 191, 
56, 140, 75, 
57, 4, 148, 
58, 41, 30, 
59, 87, 43, 
60, 96, 185, 
61, 180, 52, 
62, 119, 73, 
63, 98, 141, 
64, 170, 109, 
65, 17, 17, 
66, 145, 6, 
67, 1, 186, 
68, 27, 16, 
69, 116, 20, 
70, 9, 19, 
71, 131, 78, 
72, 173, 72, 
73, 117, 171, 
74, 144, 150, 
75, 69, 46, 
76, 68, 95, 
77, 194, 107, 
78, 186, 26, 
79, 82, 123, 
80, 54, 119, 
81, 123, 145, 
82, 109, 196, 
83, 16, 80, 
84, 127, 122, 
85, 142, 18, 
86, 102, 85, 
87, 32, 187, 
88, 159, 175, 
89, 93, 31, 
90, 113, 163, 
91, 89, 61, 
92, 12, 161, 
93, 77, 159, 
94, 112, 62, 
95, 79, 48, 
96, 129, 90, 
97, 81, 173, 
98, 193, 198, 
99, 85, 157, 
100, 106, 77, 
101, 195, 100, 
102, 36, 195, 
103, 158, 34, 
104, 149, 172, 
105, 92, 23, 
106, 167, 139, 
107, 114, 35, 
108, 146, 135, 
109, 138, 178, 
110, 90, 115, 
111, 71, 190, 
112, 137, 180, 
113, 198, 104, 
114, 192, 92, 
115, 21, 140, 
116, 48, 133, 
117, 8, 108, 
118, 67, 69, 
119, 60, 36, 
120, 74, 89, 
121, 191, 68, 
122, 57, 154, 
123, 39, 121, 
124, 172, 98, 
125, 5, 45, 
126, 175, 58, 
127, 130, 13, 
128, 187, 27, 
129, 133, 64, 
130, 156, 189, 
131, 160, 192, 
132, 14, 65, 
133, 184, 125, 
134, 11, 97, 
135, 101, 132, 
136, 166, 63, 
137, 94, 96, 
138, 128, 160, 
139, 63, 22, 
140, 64, 179, 
141, 59, 14, 
142, 37, 51, 
143, 50, 1, 
144, 45, 136, 
145, 70, 142, 
146, 183, 111, 
147, 20, 182, 
148, 171, 53, 
149, 10, 153, 
150, 176, 166, 
151, 163, 169, 
152, 88, 44, 
153, 61, 155, 
154, 7, 0, 
155, 55, 103, 
156, 44, 3, 
157, 35, 101, 
158, 76, 76, 
159, 179, 113, 
160, 181, 87, 
161, 103, 74, 
162, 46, 60, 
163, 143, 7, 
164, 107, 120, 
165, 105, 167, 
166, 165, 83, 
167, 65, 28, 
168, 155, 112, 
169, 2, 57, 
170, 29, 106, 
171, 153, 10, 
172, 15, 71, 
173, 86, 12, 
174, 99, 70, 
175, 126, 38, 
176, 83, 47, 
177, 190, 11, 
178, 80, 114, 
179, 147, 8, 
180, 95, 147, 
181, 157, 102, 
182, 134, 181, 
183, 75, 41, 
184, 108, 127, 
185, 136, 86, 
186, 135, 131, 
187, 150, 66, 
188, 122, 164, 
189, 196, 165, 
190, 91, 5, 
191, 56, 199, 
192, 40, 194, 
193, 52, 130, 
194, 197, 40, 
195, 115, 82, 
196, 34, 93, 
197, 53, 118, 
198, 73, 21, 
199, 118, 91, 
