nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 57, 48, 
1, 16, 78, 
2, 75, 175, 
3, 165, 31, 
4, 183, 163, 
5, 18, 166, 
6, 28, 47, 
7, 175, 101, 
8, 98, 5, 
9, 156, 95, 
10, 24, 86, 
11, 59, 171, 
12, 15, 155, 
13, 77, 58, 
14, 111, 156, 
15, 129, 40, 
16, 5, 73, 
17, 178, 173, 
18, 114, 154, 
19, 3, 28, 
20, 198, 170, 
21, 45, 180, 
22, 71, 1, 
23, 153, 143, 
24, 112, 69, 
25, 84, 80, 
26, 37, 147, 
27, 192, 83, 
28, 68, 150, 
29, 76, 162, 
30, 172, 14, 
31, 97, 97, 
32, 69, 23, 
33, 128, 136, 
34, 48, 192, 
35, 11, 37, 
36, 103, 194, 
37, 197, 120, 
38, 55, 193, 
39, 194, 51, 
40, 107, 124, 
41, 51, 60, 
42, 39, 90, 
43, 174, 33, 
44, 34, 105, 
45, 134, 25, 
46, 181, 75, 
47, 9, 199, 
48, 140, 84, 
49, 91, 85, 
50, 89, 53, 
51, 21, 79, 
52, 190, 52, 
53, 20, 103, 
54, 161, 94, 
55, 63, 91, 
56, 67, 30, 
57, 60, 168, 
58, 50, 185, 
59, 61, 35, 
60, 6, 148, 
61, 118, 9, 
62, 162, 144, 
63, 43, 196, 
64, 138, 122, 
65, 7, 177, 
66, 30, 39, 
67, 115, 184, 
68, 131, 131, 
69, 146, 115, 
70, 159, 188, 
71, 19, 183, 
72, 64, 22, 
73, 96, 20, 
74, 10, 178, 
75, 41, 29, 
76, 52, 139, 
77, 70, 133, 
78, 150, 8, 
79, 109, 172, 
80, 122, 153, 
81, 145, 167, 
82, 171, 164, 
83, 195, 98, 
84, 177, 141, 
85, 56, 43, 
86, 95, 181, 
87, 38, 57, 
88, 187, 16, 
89, 151, 198, 
90, 155, 117, 
91, 113, 187, 
92, 168, 59, 
93, 80, 109, 
94, 191, 161, 
95, 125, 123, 
96, 163, 32, 
97, 166, 65, 
98, 185, 134, 
99, 173, 128, 
100, 22, 158, 
101, 73, 140, 
102, 127, 107, 
103, 169, 45, 
104, 136, 66, 
105, 4, 2, 
106, 33, 76, 
107, 154, 68, 
108, 87, 44, 
109, 54, 100, 
110, 139, 41, 
111, 65, 89, 
112, 132, 21, 
113, 8, 6, 
114, 193, 110, 
115, 133, 42, 
116, 83, 10, 
117, 108, 74, 
118, 137, 0, 
119, 35, 108, 
120, 184, 132, 
121, 160, 87, 
122, 130, 38, 
123, 196, 138, 
124, 14, 82, 
125, 164, 179, 
126, 141, 130, 
127, 23, 151, 
128, 167, 121, 
129, 149, 149, 
130, 44, 72, 
131, 74, 142, 
132, 82, 71, 
133, 78, 186, 
134, 90, 195, 
135, 31, 111, 
136, 53, 145, 
137, 182, 49, 
138, 126, 176, 
139, 58, 190, 
140, 152, 67, 
141, 42, 19, 
142, 117, 13, 
143, 66, 17, 
144, 179, 118, 
145, 176, 106, 
146, 2, 61, 
147, 101, 197, 
148, 144, 114, 
149, 188, 93, 
150, 29, 127, 
151, 102, 62, 
152, 88, 135, 
153, 147, 191, 
154, 142, 113, 
155, 148, 15, 
156, 27, 126, 
157, 199, 92, 
158, 81, 4, 
159, 40, 129, 
160, 106, 137, 
161, 105, 112, 
162, 135, 24, 
163, 93, 36, 
164, 158, 54, 
165, 85, 46, 
166, 99, 104, 
167, 25, 81, 
168, 62, 64, 
169, 46, 152, 
170, 1, 18, 
171, 36, 157, 
172, 47, 160, 
173, 143, 12, 
174, 189, 96, 
175, 0, 174, 
176, 32, 88, 
177, 104, 182, 
178, 100, 146, 
179, 124, 56, 
180, 123, 7, 
181, 72, 26, 
182, 79, 27, 
183, 121, 116, 
184, 110, 125, 
185, 119, 169, 
186, 186, 55, 
187, 49, 63, 
188, 26, 50, 
189, 12, 77, 
190, 94, 3, 
191, 116, 102, 
192, 157, 165, 
193, 180, 99, 
194, 86, 70, 
195, 120, 119, 
196, 17, 189, 
197, 13, 11, 
198, 92, 34, 
199, 170, 159, 
