nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 8, 171, 
1, 74, 139, 
2, 147, 22, 
3, 152, 159, 
4, 118, 34, 
5, 169, 80, 
6, 46, 52, 
7, 87, 174, 
8, 182, 8, 
9, 49, 68, 
10, 151, 102, 
11, 133, 61, 
12, 5, 16, 
13, 181, 50, 
14, 26, 153, 
15, 125, 21, 
16, 186, 179, 
17, 20, 20, 
18, 196, 127, 
19, 103, 183, 
20, 159, 199, 
21, 135, 105, 
22, 189, 124, 
23, 17, 156, 
24, 163, 46, 
25, 68, 166, 
26, 172, 187, 
27, 154, 120, 
28, 81, 198, 
29, 61, 111, 
30, 30, 121, 
31, 14, 181, 
32, 31, 194, 
33, 71, 14, 
34, 39, 143, 
35, 112, 70, 
36, 197, 40, 
37, 114, 135, 
38, 47, 188, 
39, 126, 10, 
40, 155, 162, 
41, 110, 55, 
42, 161, 98, 
43, 19, 87, 
44, 174, 95, 
45, 7, 88, 
46, 23, 79, 
47, 193, 71, 
48, 111, 13, 
49, 38, 131, 
50, 34, 97, 
51, 138, 36, 
52, 82, 35, 
53, 171, 90, 
54, 195, 186, 
55, 91, 85, 
56, 84, 32, 
57, 32, 160, 
58, 177, 37, 
59, 62, 170, 
60, 80, 115, 
61, 55, 122, 
62, 92, 173, 
63, 164, 7, 
64, 134, 56, 
65, 95, 77, 
66, 117, 1, 
67, 127, 141, 
68, 67, 144, 
69, 156, 39, 
70, 51, 145, 
71, 9, 112, 
72, 99, 73, 
73, 137, 129, 
74, 142, 136, 
75, 122, 142, 
76, 170, 60, 
77, 107, 132, 
78, 45, 176, 
79, 176, 42, 
80, 168, 18, 
81, 109, 23, 
82, 166, 11, 
83, 185, 184, 
84, 66, 64, 
85, 50, 182, 
86, 89, 54, 
87, 1, 76, 
88, 178, 28, 
89, 162, 150, 
90, 101, 110, 
91, 21, 100, 
92, 6, 67, 
93, 35, 49, 
94, 85, 53, 
95, 106, 78, 
96, 54, 92, 
97, 69, 2, 
98, 128, 5, 
99, 63, 83, 
100, 90, 62, 
101, 198, 69, 
102, 123, 38, 
103, 113, 119, 
104, 98, 123, 
105, 167, 72, 
106, 129, 161, 
107, 41, 147, 
108, 102, 3, 
109, 149, 196, 
110, 150, 118, 
111, 56, 58, 
112, 83, 25, 
113, 57, 93, 
114, 43, 109, 
115, 105, 17, 
116, 100, 75, 
117, 184, 180, 
118, 12, 4, 
119, 44, 158, 
120, 124, 51, 
121, 115, 185, 
122, 22, 165, 
123, 72, 99, 
124, 29, 43, 
125, 192, 63, 
126, 27, 82, 
127, 75, 29, 
128, 194, 140, 
129, 180, 190, 
130, 18, 26, 
131, 96, 24, 
132, 2, 163, 
133, 145, 117, 
134, 88, 116, 
135, 10, 31, 
136, 53, 33, 
137, 40, 6, 
138, 136, 133, 
139, 42, 169, 
140, 139, 86, 
141, 4, 125, 
142, 173, 177, 
143, 183, 41, 
144, 179, 191, 
145, 73, 152, 
146, 93, 172, 
147, 16, 104, 
148, 24, 146, 
149, 158, 178, 
150, 37, 126, 
151, 52, 175, 
152, 131, 155, 
153, 3, 15, 
154, 148, 96, 
155, 97, 137, 
156, 146, 81, 
157, 58, 0, 
158, 13, 89, 
159, 33, 114, 
160, 130, 106, 
161, 60, 138, 
162, 70, 193, 
163, 153, 164, 
164, 25, 27, 
165, 78, 57, 
166, 76, 168, 
167, 79, 48, 
168, 141, 101, 
169, 86, 167, 
170, 77, 108, 
171, 140, 128, 
172, 11, 197, 
173, 199, 44, 
174, 116, 12, 
175, 0, 148, 
176, 64, 103, 
177, 175, 151, 
178, 143, 74, 
179, 119, 189, 
180, 94, 149, 
181, 188, 66, 
182, 160, 19, 
183, 108, 91, 
184, 48, 59, 
185, 104, 45, 
186, 15, 65, 
187, 187, 154, 
188, 191, 130, 
189, 121, 94, 
190, 190, 30, 
191, 132, 157, 
192, 36, 113, 
193, 157, 134, 
194, 144, 192, 
195, 120, 84, 
196, 65, 9, 
197, 28, 47, 
198, 165, 195, 
199, 59, 107, 
