nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 8, 69, 
1, 159, 94, 
2, 100, 166, 
3, 122, 149, 
4, 155, 34, 
5, 81, 63, 
6, 167, 108, 
7, 138, 170, 
8, 182, 197, 
9, 31, 68, 
10, 120, 80, 
11, 133, 61, 
12, 152, 39, 
13, 181, 17, 
14, 34, 153, 
15, 141, 18, 
16, 154, 82, 
17, 103, 27, 
18, 25, 110, 
19, 139, 79, 
20, 180, 96, 
21, 135, 105, 
22, 189, 84, 
23, 157, 199, 
24, 163, 154, 
25, 64, 7, 
26, 137, 55, 
27, 95, 168, 
28, 165, 23, 
29, 39, 111, 
30, 175, 121, 
31, 170, 8, 
32, 65, 162, 
33, 105, 50, 
34, 50, 47, 
35, 4, 22, 
36, 46, 5, 
37, 172, 0, 
38, 22, 97, 
39, 90, 127, 
40, 94, 176, 
41, 162, 141, 
42, 161, 98, 
43, 19, 87, 
44, 174, 71, 
45, 56, 67, 
46, 47, 64, 
47, 106, 172, 
48, 147, 103, 
49, 74, 49, 
50, 109, 44, 
51, 197, 36, 
52, 82, 35, 
53, 44, 122, 
54, 142, 52, 
55, 91, 89, 
56, 84, 32, 
57, 32, 160, 
58, 144, 117, 
59, 62, 14, 
60, 80, 115, 
61, 199, 90, 
62, 79, 9, 
63, 164, 70, 
64, 198, 184, 
65, 186, 123, 
66, 21, 128, 
67, 127, 196, 
68, 67, 58, 
69, 1, 126, 
70, 51, 137, 
71, 134, 112, 
72, 89, 73, 
73, 118, 143, 
74, 185, 136, 
75, 156, 142, 
76, 111, 51, 
77, 125, 75, 
78, 43, 1, 
79, 37, 169, 
80, 24, 194, 
81, 160, 198, 
82, 166, 11, 
83, 124, 174, 
84, 151, 145, 
85, 3, 147, 
86, 17, 48, 
87, 169, 139, 
88, 178, 188, 
89, 110, 150, 
90, 101, 21, 
91, 107, 131, 
92, 35, 138, 
93, 6, 15, 
94, 85, 53, 
95, 173, 76, 
96, 54, 92, 
97, 129, 2, 
98, 126, 40, 
99, 63, 155, 
100, 132, 135, 
101, 136, 57, 
102, 123, 116, 
103, 193, 38, 
104, 98, 171, 
105, 131, 72, 
106, 69, 161, 
107, 41, 46, 
108, 102, 183, 
109, 149, 93, 
110, 176, 118, 
111, 45, 66, 
112, 83, 45, 
113, 0, 163, 
114, 53, 114, 
115, 78, 54, 
116, 66, 119, 
117, 87, 37, 
118, 88, 167, 
119, 171, 158, 
120, 191, 86, 
121, 26, 134, 
122, 23, 165, 
123, 168, 99, 
124, 112, 104, 
125, 146, 195, 
126, 27, 25, 
127, 75, 29, 
128, 148, 140, 
129, 9, 190, 
130, 18, 26, 
131, 73, 60, 
132, 20, 164, 
133, 29, 85, 
134, 77, 62, 
135, 10, 31, 
136, 177, 19, 
137, 40, 6, 
138, 72, 133, 
139, 42, 42, 
140, 195, 156, 
141, 143, 187, 
142, 2, 3, 
143, 183, 41, 
144, 99, 10, 
145, 117, 132, 
146, 93, 130, 
147, 16, 177, 
148, 12, 146, 
149, 30, 83, 
150, 36, 109, 
151, 52, 43, 
152, 188, 101, 
153, 15, 129, 
154, 114, 28, 
155, 113, 179, 
156, 150, 81, 
157, 58, 102, 
158, 13, 13, 
159, 194, 78, 
160, 130, 185, 
161, 92, 192, 
162, 70, 173, 
163, 153, 159, 
164, 121, 180, 
165, 14, 191, 
166, 96, 77, 
167, 61, 100, 
168, 5, 124, 
169, 86, 4, 
170, 49, 95, 
171, 140, 106, 
172, 11, 144, 
173, 55, 16, 
174, 28, 12, 
175, 192, 56, 
176, 196, 182, 
177, 145, 151, 
178, 38, 74, 
179, 119, 125, 
180, 128, 175, 
181, 71, 189, 
182, 76, 24, 
183, 108, 91, 
184, 60, 59, 
185, 104, 152, 
186, 115, 65, 
187, 187, 148, 
188, 68, 157, 
189, 158, 33, 
190, 190, 30, 
191, 179, 181, 
192, 57, 113, 
193, 184, 88, 
194, 7, 186, 
195, 116, 193, 
196, 33, 178, 
197, 97, 120, 
198, 48, 20, 
199, 59, 107, 
