nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 137, 30, 
1, 128, 3, 
2, 195, 34, 
3, 121, 2, 
4, 166, 8, 
5, 135, 83, 
6, 49, 57, 
7, 112, 60, 
8, 176, 197, 
9, 83, 163, 
10, 151, 187, 
11, 124, 153, 
12, 23, 108, 
13, 78, 17, 
14, 183, 93, 
15, 32, 140, 
16, 142, 179, 
17, 7, 75, 
18, 161, 65, 
19, 3, 64, 
20, 117, 5, 
21, 147, 190, 
22, 110, 27, 
23, 111, 49, 
24, 68, 48, 
25, 37, 134, 
26, 0, 100, 
27, 19, 181, 
28, 116, 1, 
29, 186, 77, 
30, 1, 72, 
31, 196, 36, 
32, 15, 19, 
33, 146, 53, 
34, 141, 184, 
35, 5, 147, 
36, 16, 110, 
37, 86, 38, 
38, 119, 46, 
39, 60, 113, 
40, 155, 120, 
41, 27, 96, 
42, 91, 143, 
43, 81, 161, 
44, 173, 178, 
45, 96, 165, 
46, 194, 191, 
47, 63, 172, 
48, 59, 104, 
49, 172, 177, 
50, 122, 76, 
51, 131, 74, 
52, 156, 69, 
53, 191, 149, 
54, 103, 54, 
55, 69, 164, 
56, 66, 192, 
57, 152, 135, 
58, 177, 196, 
59, 107, 106, 
60, 51, 55, 
61, 171, 180, 
62, 87, 61, 
63, 33, 103, 
64, 52, 186, 
65, 41, 136, 
66, 39, 40, 
67, 148, 73, 
68, 64, 148, 
69, 140, 195, 
70, 163, 71, 
71, 120, 20, 
72, 134, 102, 
73, 138, 79, 
74, 12, 92, 
75, 114, 68, 
76, 123, 11, 
77, 88, 16, 
78, 9, 131, 
79, 101, 138, 
80, 92, 176, 
81, 193, 151, 
82, 74, 42, 
83, 100, 90, 
84, 159, 32, 
85, 102, 107, 
86, 80, 94, 
87, 76, 67, 
88, 178, 105, 
89, 42, 188, 
90, 30, 31, 
91, 97, 183, 
92, 26, 162, 
93, 158, 47, 
94, 165, 111, 
95, 2, 37, 
96, 192, 28, 
97, 170, 145, 
98, 118, 56, 
99, 198, 128, 
100, 65, 142, 
101, 93, 141, 
102, 150, 78, 
103, 4, 80, 
104, 199, 87, 
105, 126, 23, 
106, 34, 41, 
107, 25, 26, 
108, 149, 50, 
109, 62, 127, 
110, 85, 160, 
111, 168, 166, 
112, 113, 70, 
113, 55, 122, 
114, 95, 22, 
115, 29, 139, 
116, 188, 124, 
117, 89, 63, 
118, 61, 29, 
119, 162, 97, 
120, 46, 82, 
121, 45, 185, 
122, 90, 33, 
123, 40, 51, 
124, 187, 114, 
125, 129, 169, 
126, 44, 89, 
127, 75, 198, 
128, 167, 44, 
129, 105, 155, 
130, 17, 91, 
131, 79, 156, 
132, 179, 13, 
133, 125, 168, 
134, 109, 158, 
135, 13, 25, 
136, 143, 15, 
137, 184, 86, 
138, 190, 132, 
139, 24, 10, 
140, 6, 152, 
141, 182, 117, 
142, 8, 118, 
143, 58, 88, 
144, 47, 43, 
145, 115, 85, 
146, 14, 18, 
147, 11, 130, 
148, 36, 182, 
149, 43, 12, 
150, 35, 133, 
151, 82, 194, 
152, 10, 173, 
153, 145, 7, 
154, 77, 99, 
155, 54, 109, 
156, 132, 21, 
157, 98, 174, 
158, 56, 171, 
159, 174, 24, 
160, 106, 66, 
161, 133, 81, 
162, 175, 144, 
163, 22, 9, 
164, 130, 59, 
165, 28, 112, 
166, 181, 121, 
167, 38, 119, 
168, 73, 123, 
169, 144, 115, 
170, 189, 84, 
171, 94, 62, 
172, 127, 199, 
173, 164, 45, 
174, 67, 157, 
175, 57, 167, 
176, 160, 150, 
177, 108, 39, 
178, 197, 101, 
179, 157, 95, 
180, 136, 159, 
181, 48, 98, 
182, 31, 146, 
183, 154, 193, 
184, 71, 137, 
185, 169, 116, 
186, 70, 189, 
187, 99, 0, 
188, 53, 4, 
189, 185, 154, 
190, 139, 14, 
191, 72, 175, 
192, 21, 129, 
193, 18, 6, 
194, 84, 170, 
195, 20, 58, 
196, 180, 52, 
197, 153, 35, 
198, 104, 126, 
199, 50, 125, 
