nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 184, 134, 
1, 15, 69, 
2, 18, 20, 
3, 42, 106, 
4, 66, 0, 
5, 14, 65, 
6, 124, 112, 
7, 45, 184, 
8, 182, 8, 
9, 17, 158, 
10, 81, 125, 
11, 22, 153, 
12, 1, 39, 
13, 163, 187, 
14, 199, 103, 
15, 76, 77, 
16, 19, 179, 
17, 174, 92, 
18, 154, 70, 
19, 4, 183, 
20, 159, 154, 
21, 187, 175, 
22, 194, 132, 
23, 135, 56, 
24, 111, 87, 
25, 165, 109, 
26, 172, 169, 
27, 107, 85, 
28, 185, 151, 
29, 120, 114, 
30, 7, 55, 
31, 26, 32, 
32, 65, 162, 
33, 9, 199, 
34, 164, 159, 
35, 82, 135, 
36, 191, 84, 
37, 63, 102, 
38, 179, 111, 
39, 60, 113, 
40, 2, 21, 
41, 110, 194, 
42, 161, 93, 
43, 196, 7, 
44, 87, 38, 
45, 46, 107, 
46, 122, 33, 
47, 48, 167, 
48, 5, 173, 
49, 74, 1, 
50, 58, 174, 
51, 197, 36, 
52, 156, 41, 
53, 171, 90, 
54, 195, 191, 
55, 186, 171, 
56, 145, 165, 
57, 78, 67, 
58, 86, 180, 
59, 62, 123, 
60, 147, 116, 
61, 84, 147, 
62, 136, 61, 
63, 183, 6, 
64, 128, 148, 
65, 91, 18, 
66, 39, 161, 
67, 43, 196, 
68, 57, 11, 
69, 103, 37, 
70, 139, 66, 
71, 198, 79, 
72, 30, 25, 
73, 130, 140, 
74, 73, 99, 
75, 59, 68, 
76, 150, 163, 
77, 95, 157, 
78, 40, 71, 
79, 41, 44, 
80, 37, 181, 
81, 173, 198, 
82, 166, 150, 
83, 80, 121, 
84, 115, 64, 
85, 162, 76, 
86, 148, 168, 
87, 89, 23, 
88, 104, 160, 
89, 153, 115, 
90, 176, 75, 
91, 21, 100, 
92, 134, 28, 
93, 79, 139, 
94, 168, 136, 
95, 143, 62, 
96, 167, 49, 
97, 69, 2, 
98, 151, 190, 
99, 50, 130, 
100, 101, 124, 
101, 6, 24, 
102, 75, 118, 
103, 49, 143, 
104, 98, 58, 
105, 114, 188, 
106, 92, 131, 
107, 24, 22, 
108, 116, 110, 
109, 149, 142, 
110, 56, 126, 
111, 3, 13, 
112, 83, 52, 
113, 99, 127, 
114, 53, 35, 
115, 105, 50, 
116, 137, 185, 
117, 38, 15, 
118, 12, 51, 
119, 44, 9, 
120, 133, 156, 
121, 177, 94, 
122, 23, 40, 
123, 118, 46, 
124, 29, 73, 
125, 155, 42, 
126, 27, 53, 
127, 67, 29, 
128, 8, 54, 
129, 72, 74, 
130, 121, 129, 
131, 90, 60, 
132, 52, 149, 
133, 68, 27, 
134, 35, 97, 
135, 188, 144, 
136, 132, 48, 
137, 160, 81, 
138, 129, 63, 
139, 100, 80, 
140, 64, 170, 
141, 127, 120, 
142, 85, 172, 
143, 169, 86, 
144, 144, 10, 
145, 117, 152, 
146, 93, 82, 
147, 16, 104, 
148, 77, 101, 
149, 158, 83, 
150, 175, 59, 
151, 157, 96, 
152, 11, 146, 
153, 142, 14, 
154, 54, 12, 
155, 61, 137, 
156, 131, 47, 
157, 71, 133, 
158, 47, 19, 
159, 33, 34, 
160, 10, 177, 
161, 180, 138, 
162, 138, 45, 
163, 125, 31, 
164, 113, 195, 
165, 106, 57, 
166, 96, 17, 
167, 109, 16, 
168, 102, 178, 
169, 141, 141, 
170, 146, 119, 
171, 140, 128, 
172, 13, 105, 
173, 170, 145, 
174, 34, 88, 
175, 28, 122, 
176, 51, 182, 
177, 20, 176, 
178, 88, 164, 
179, 119, 189, 
180, 94, 4, 
181, 55, 108, 
182, 189, 197, 
183, 108, 91, 
184, 178, 95, 
185, 97, 166, 
186, 70, 43, 
187, 0, 98, 
188, 25, 26, 
189, 181, 155, 
190, 31, 30, 
191, 190, 72, 
192, 36, 186, 
193, 126, 117, 
194, 123, 192, 
195, 32, 5, 
196, 112, 78, 
197, 192, 3, 
198, 193, 193, 
199, 152, 89, 
