nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 184, 171, 
1, 93, 116, 
2, 64, 166, 
3, 5, 175, 
4, 118, 34, 
5, 73, 71, 
6, 167, 118, 
7, 104, 123, 
8, 182, 8, 
9, 31, 68, 
10, 97, 61, 
11, 46, 26, 
12, 42, 191, 
13, 181, 197, 
14, 170, 49, 
15, 162, 168, 
16, 19, 174, 
17, 174, 57, 
18, 196, 127, 
19, 147, 183, 
20, 198, 142, 
21, 48, 56, 
22, 25, 135, 
23, 41, 156, 
24, 95, 22, 
25, 121, 20, 
26, 171, 106, 
27, 100, 163, 
28, 175, 129, 
29, 186, 139, 
30, 144, 121, 
31, 112, 136, 
32, 47, 18, 
33, 66, 199, 
34, 50, 187, 
35, 82, 153, 
36, 153, 84, 
37, 89, 21, 
38, 99, 141, 
39, 90, 188, 
40, 151, 140, 
41, 39, 157, 
42, 140, 93, 
43, 135, 185, 
44, 58, 95, 
45, 111, 30, 
46, 33, 167, 
47, 11, 91, 
48, 161, 55, 
49, 74, 17, 
50, 168, 161, 
51, 23, 36, 
52, 163, 11, 
53, 18, 147, 
54, 169, 39, 
55, 4, 64, 
56, 145, 165, 
57, 94, 160, 
58, 183, 131, 
59, 62, 173, 
60, 122, 52, 
61, 150, 73, 
62, 88, 103, 
63, 164, 67, 
64, 9, 194, 
65, 68, 50, 
66, 185, 98, 
67, 157, 41, 
68, 10, 13, 
69, 156, 198, 
70, 51, 51, 
71, 105, 1, 
72, 107, 19, 
73, 115, 143, 
74, 142, 32, 
75, 195, 122, 
76, 187, 66, 
77, 13, 149, 
78, 72, 176, 
79, 176, 38, 
80, 26, 159, 
81, 67, 125, 
82, 85, 82, 
83, 114, 4, 
84, 57, 79, 
85, 124, 87, 
86, 80, 60, 
87, 134, 107, 
88, 81, 6, 
89, 194, 27, 
90, 101, 75, 
91, 103, 100, 
92, 69, 85, 
93, 35, 138, 
94, 199, 58, 
95, 143, 10, 
96, 54, 92, 
97, 14, 86, 
98, 6, 190, 
99, 30, 83, 
100, 7, 25, 
101, 159, 108, 
102, 40, 119, 
103, 173, 132, 
104, 79, 115, 
105, 110, 128, 
106, 70, 154, 
107, 172, 9, 
108, 65, 110, 
109, 36, 196, 
110, 17, 28, 
111, 3, 89, 
112, 76, 54, 
113, 154, 63, 
114, 63, 111, 
115, 106, 14, 
116, 61, 5, 
117, 20, 195, 
118, 2, 48, 
119, 44, 182, 
120, 191, 169, 
121, 37, 7, 
122, 22, 31, 
123, 92, 120, 
124, 131, 40, 
125, 189, 180, 
126, 27, 162, 
127, 180, 90, 
128, 148, 109, 
129, 8, 53, 
130, 83, 114, 
131, 60, 193, 
132, 146, 96, 
133, 0, 105, 
134, 87, 76, 
135, 137, 144, 
136, 1, 184, 
137, 193, 81, 
138, 136, 133, 
139, 21, 145, 
140, 188, 80, 
141, 24, 155, 
142, 166, 3, 
143, 139, 150, 
144, 177, 46, 
145, 117, 152, 
146, 128, 130, 
147, 16, 104, 
148, 77, 179, 
149, 179, 178, 
150, 45, 45, 
151, 29, 44, 
152, 160, 62, 
153, 32, 78, 
154, 178, 88, 
155, 84, 137, 
156, 129, 47, 
157, 192, 0, 
158, 53, 69, 
159, 138, 12, 
160, 197, 177, 
161, 127, 186, 
162, 56, 126, 
163, 75, 172, 
164, 152, 37, 
165, 109, 148, 
166, 96, 77, 
167, 78, 170, 
168, 113, 102, 
169, 86, 2, 
170, 12, 94, 
171, 49, 134, 
172, 15, 43, 
173, 55, 16, 
174, 28, 97, 
175, 116, 70, 
176, 120, 29, 
177, 132, 101, 
178, 34, 74, 
179, 119, 189, 
180, 52, 99, 
181, 91, 24, 
182, 130, 146, 
183, 108, 117, 
184, 126, 59, 
185, 149, 158, 
186, 98, 65, 
187, 141, 35, 
188, 133, 23, 
189, 158, 33, 
190, 190, 124, 
191, 155, 72, 
192, 125, 192, 
193, 38, 15, 
194, 123, 113, 
195, 71, 164, 
196, 102, 151, 
197, 165, 181, 
198, 43, 112, 
199, 59, 42, 
