nbElements: 200
indexFenetre, indexVoletGauche, indexVoletDroit, 
0, 155, 138, 
1, 92, 139, 
2, 64, 124, 
3, 102, 84, 
4, 118, 34, 
5, 117, 41, 
6, 167, 171, 
7, 193, 81, 
8, 182, 8, 
9, 31, 68, 
10, 113, 78, 
11, 124, 61, 
12, 42, 79, 
13, 23, 123, 
14, 98, 49, 
15, 152, 96, 
16, 68, 108, 
17, 37, 161, 
18, 196, 127, 
19, 21, 179, 
20, 198, 21, 
21, 88, 120, 
22, 91, 180, 
23, 136, 156, 
24, 122, 22, 
25, 121, 126, 
26, 179, 167, 
27, 100, 141, 
28, 137, 23, 
29, 24, 114, 
30, 18, 26, 
31, 94, 50, 
32, 140, 181, 
33, 90, 48, 
34, 153, 60, 
35, 82, 47, 
36, 39, 73, 
37, 131, 133, 
38, 177, 85, 
39, 60, 188, 
40, 128, 18, 
41, 197, 149, 
42, 139, 70, 
43, 138, 87, 
44, 192, 95, 
45, 17, 25, 
46, 185, 187, 
47, 11, 42, 
48, 161, 103, 
49, 20, 17, 
50, 106, 111, 
51, 13, 36, 
52, 33, 143, 
53, 80, 35, 
54, 1, 191, 
55, 186, 44, 
56, 145, 165, 
57, 25, 135, 
58, 183, 195, 
59, 62, 91, 
60, 181, 52, 
61, 150, 173, 
62, 126, 121, 
63, 164, 67, 
64, 134, 16, 
65, 95, 102, 
66, 46, 185, 
67, 154, 19, 
68, 84, 13, 
69, 156, 198, 
70, 103, 183, 
71, 116, 174, 
72, 107, 109, 
73, 19, 55, 
74, 142, 9, 
75, 188, 142, 
76, 187, 163, 
77, 111, 157, 
78, 45, 176, 
79, 101, 38, 
80, 26, 159, 
81, 157, 39, 
82, 166, 82, 
83, 163, 189, 
84, 66, 14, 
85, 50, 182, 
86, 99, 71, 
87, 5, 125, 
88, 43, 160, 
89, 162, 27, 
90, 176, 175, 
91, 125, 100, 
92, 159, 148, 
93, 35, 153, 
94, 199, 43, 
95, 71, 117, 
96, 54, 92, 
97, 12, 86, 
98, 38, 5, 
99, 114, 178, 
100, 7, 7, 
101, 115, 150, 
102, 165, 119, 
103, 127, 90, 
104, 79, 115, 
105, 40, 72, 
106, 69, 154, 
107, 41, 166, 
108, 171, 69, 
109, 89, 196, 
110, 172, 118, 
111, 73, 197, 
112, 76, 128, 
113, 29, 93, 
114, 147, 54, 
115, 2, 1, 
116, 175, 194, 
117, 28, 62, 
118, 160, 58, 
119, 44, 158, 
120, 191, 169, 
121, 170, 28, 
122, 22, 31, 
123, 72, 129, 
124, 10, 40, 
125, 97, 12, 
126, 129, 145, 
127, 67, 29, 
128, 194, 140, 
129, 180, 190, 
130, 83, 177, 
131, 174, 4, 
132, 52, 199, 
133, 0, 105, 
134, 135, 76, 
135, 49, 144, 
136, 141, 184, 
137, 105, 6, 
138, 168, 186, 
139, 189, 51, 
140, 195, 64, 
141, 109, 136, 
142, 173, 3, 
143, 110, 162, 
144, 144, 10, 
145, 143, 152, 
146, 6, 172, 
147, 16, 104, 
148, 77, 146, 
149, 132, 131, 
150, 178, 45, 
151, 58, 75, 
152, 93, 132, 
153, 56, 15, 
154, 148, 147, 
155, 61, 137, 
156, 27, 170, 
157, 32, 0, 
158, 53, 89, 
159, 130, 97, 
160, 15, 74, 
161, 87, 53, 
162, 47, 66, 
163, 133, 11, 
164, 169, 37, 
165, 78, 57, 
166, 120, 168, 
167, 74, 193, 
168, 65, 101, 
169, 86, 2, 
170, 57, 20, 
171, 8, 134, 
172, 70, 94, 
173, 55, 24, 
174, 34, 63, 
175, 96, 122, 
176, 104, 56, 
177, 51, 130, 
178, 146, 164, 
179, 119, 155, 
180, 14, 110, 
181, 151, 83, 
182, 3, 151, 
183, 108, 80, 
184, 48, 59, 
185, 149, 116, 
186, 85, 65, 
187, 63, 46, 
188, 75, 106, 
189, 158, 33, 
190, 190, 30, 
191, 30, 99, 
192, 36, 113, 
193, 184, 88, 
194, 123, 192, 
195, 4, 77, 
196, 112, 98, 
197, 9, 32, 
198, 81, 112, 
199, 59, 107, 
